Código (SKU),Data da Venda,Canal de Venda,Quantidade Vendida,Receita Bruta (R$),Desconto (R$),Preço Realizado por Unidade (R$),Tipo de Venda
SKU_1540_BAL,26/12/2024,E-commerce,1,169.9,0.0,169.9,Venda
SKU_1567_POW,26/12/2024,Atacado,8,5519.2,1931.68,448.44,Venda
SKU_1524_DEN,26/12/2024,Varejo,1,369.9,0.0,369.9,Venda
SKU_1338_OLI,26/12/2024,Atacado,8,1639.2,655.68,122.94,Venda
SKU_1535_NAV,26/12/2024,Atacado,4,1219.6,487.84,182.94,Venda
SKU_1281_CER,26/12/2024,Varejo,1,529.9,153.29,376.61,Venda
SKU_1460_FUC,26/12/2024,E-commerce,1,174.9,0.0,174.9,Venda
SKU_1395_TUR,26/12/2024,E-commerce,2,579.8,0.0,289.9,Venda
SKU_1310_MOS,26/12/2024,E-commerce,3,719.7,136.44,194.42,Venda
SKU_1617_DEN,26/12/2024,Varejo,3,494.7,0.0,164.9,Venda
SKU_1614_IVO,26/12/2024,Atacado,12,5338.8,1868.52,289.19,Venda
SKU_1347_DUS,26/12/2024,E-commerce,1,289.9,66.1,223.8,Venda
SKU_1517_ROS,26/12/2024,Varejo,1,1199.9,0.0,1199.9,Venda
SKU_1606_SEA,26/12/2024,E-commerce,1,1084.9,0.0,1084.9,Venda
SKU_1652_TEA,26/12/2024,Varejo,1,219.9,0.0,219.9,Venda
SKU_1659_SNO,26/12/2024,Atacado,10,10249.0,3074.7,717.43,Venda
SKU_1498_LIG,26/12/2024,Varejo,1,339.9,0.0,339.9,Venda
SKU_1464_MOS,26/12/2024,Atacado,4,919.6,321.84,149.44,Venda
SKU_1625_DUS,26/12/2024,Varejo,1,204.9,14.34,190.56,Venda
SKU_1367_BLA,26/12/2024,Varejo,1,179.9,29.65,150.25,Venda
SKU_1593_FUC,26/12/2024,Atacado,3,434.7,152.16,94.18,Venda
SKU_1384_CRE,26/12/2024,E-commerce,1,519.9,113.12,406.78,Venda
SKU_1601_AQU,26/12/2024,Atacado,2,1469.8,440.94,514.43,Venda
SKU_1384_SKY,26/12/2024,Varejo,1,519.9,150.52,369.38,Venda
SKU_1396_PAS,26/12/2024,Atacado,8,1079.2,431.68,80.94,Venda
SKU_1457_SNO,26/12/2024,Varejo,3,479.7,33.57,148.71,Venda
SKU_1449_NAV,26/12/2024,Varejo,1,324.9,0.0,324.9,Venda
SKU_1447_OLI,26/12/2024,E-commerce,1,239.9,0.0,239.9,Venda
SKU_1306_FRE,26/12/2024,Atacado,4,3439.6,1375.84,515.94,Venda
SKU_1630_LIM,26/12/2024,Varejo,1,334.9,0.0,334.9,Venda
SKU_1365_NAV,26/12/2024,Varejo,1,499.9,88.84,411.06,Venda
SKU_1590_MYS,26/12/2024,Varejo,1,189.9,13.29,176.61,Venda
SKU_1433_OLI,26/12/2024,Atacado,5,1574.5,551.05,204.69,Venda
SKU_1285_WHI,26/12/2024,Atacado,3,2639.7,923.88,571.94,Venda
SKU_1624_ARM,26/12/2024,Atacado,6,1259.4,377.82,146.93,Venda
SKU_1400_FOR,26/12/2024,Varejo,1,209.9,0.0,209.9,Venda
SKU_1539_PEA,26/12/2024,E-commerce,2,699.8,0.0,349.9,Venda
SKU_1403_AQU,26/12/2024,E-commerce,1,384.9,0.0,384.9,Venda
SKU_1331_AQU,26/12/2024,Atacado,2,559.8,195.92,181.94,Venda
SKU_1534_MYS,26/12/2024,Varejo,2,399.8,0.0,199.9,Venda
SKU_1495_FUC,26/12/2024,Varejo,2,659.8,0.0,329.9,Venda
SKU_1391_SEA,26/12/2024,Varejo,1,284.9,0.0,284.9,Venda
SKU_1367_VAN,26/12/2024,E-commerce,1,179.9,44.51,135.39,Venda
SKU_1466_PRI,26/12/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1354_AQU,26/12/2024,Varejo,3,2774.7,542.37,744.11,Venda
SKU_1533_DUS,26/12/2024,Atacado,12,1978.8,791.52,98.94,Venda
SKU_1555_RAS,26/12/2024,Atacado,2,379.8,113.94,132.93,Venda
SKU_1595_FLA,26/12/2024,Atacado,3,899.7,269.91,209.93,Venda
SKU_1352_CER,26/12/2024,Varejo,1,279.9,59.22,220.68,Venda
SKU_1581_COB,26/12/2024,Varejo,1,854.9,0.0,854.9,Venda
SKU_1360_FRE,26/12/2024,Atacado,6,1919.4,671.76,207.94,Venda
SKU_1613_AQU,26/12/2024,Atacado,10,1899.0,569.7,132.93,Venda
SKU_1377_CLO,26/12/2024,Atacado,6,1559.4,545.76,168.94,Venda
SKU_1575_AQU,26/12/2024,Varejo,2,1729.8,121.08,804.36,Venda
SKU_1352_HUN,26/12/2024,Atacado,6,1679.4,503.82,195.93,Venda
SKU_1493_PEA,26/12/2024,Atacado,4,1319.6,461.84,214.44,Venda
SKU_1374_SAL,26/12/2024,E-commerce,1,189.9,54.63,135.27,Venda
SKU_1491_CER,26/12/2024,E-commerce,2,269.8,0.0,134.9,Venda
SKU_1665_RAS,26/12/2024,Atacado,4,999.6,349.84,162.44,Venda
SKU_1599_CER,26/12/2024,Atacado,3,1409.7,563.88,281.94,Venda
SKU_1421_LIG,26/12/2024,Varejo,2,459.8,0.0,229.9,Venda
SKU_1411_RAS,26/12/2024,Varejo,2,449.8,0.0,224.9,Venda
SKU_1609_LIM,26/12/2024,Atacado,6,1619.4,566.76,175.44,Venda
SKU_1458_PEA,26/12/2024,E-commerce,1,349.9,0.0,349.9,Venda
SKU_1397_SNO,26/12/2024,E-commerce,1,234.9,0.0,234.9,Venda
SKU_1532_EME,26/12/2024,E-commerce,1,979.9,0.0,979.9,Venda
SKU_1484_MOS,26/12/2024,Atacado,5,2299.5,689.85,321.93,Venda
SKU_1429_MAG,26/12/2024,Varejo,3,569.7,0.0,189.9,Venda
SKU_1319_ROS,26/12/2024,Varejo,4,759.6,173.96,146.41,Venda
SKU_1318_PAS,26/12/2024,Varejo,1,239.9,40.64,199.26,Venda
SKU_1652_TEA,26/12/2024,Atacado,5,1099.5,384.8,142.94,Venda
SKU_1276_LIG,26/12/2024,E-commerce,1,174.9,40.62,134.28,Venda
SKU_1564_NAV,26/12/2024,Atacado,8,4719.2,1651.68,383.44,Venda
SKU_1655_SNO,26/12/2024,Atacado,6,3869.4,1160.82,451.43,Venda
SKU_1612_SNO,26/12/2024,Varejo,1,329.9,0.0,329.9,Venda
SKU_1331_AQU,26/12/2024,Varejo,1,279.9,74.57,205.33,Venda
SKU_1655_SNO,26/12/2024,Atacado,6,3869.4,1354.26,419.19,Venda
SKU_1480_SNO,26/12/2024,Varejo,1,369.9,0.0,369.9,Venda
SKU_1321_FLA,26/12/2024,Varejo,1,149.9,30.71,119.19,Venda
SKU_1575_AQU,26/12/2024,E-commerce,1,864.9,0.0,864.9,Venda
SKU_1300_BIR,26/12/2024,Atacado,10,11499.0,3449.7,804.93,Venda
SKU_1608_WHI,26/12/2024,Varejo,1,304.9,0.0,304.9,Venda
SKU_1633_DEN,26/12/2024,Atacado,6,1409.4,634.2,129.2,Venda
SKU_1424_BAB,26/12/2024,Varejo,1,994.9,0.0,994.9,Venda
SKU_1476_WHI,26/12/2024,Atacado,5,1374.5,412.35,192.43,Venda
SKU_1586_JAD,26/12/2024,E-commerce,1,304.9,0.0,304.9,Venda
SKU_1394_FOR,26/12/2024,Varejo,1,469.9,0.0,469.9,Venda
SKU_1460_OLI,26/12/2024,Varejo,1,174.9,0.0,174.9,Venda
SKU_1511_CLE,26/12/2024,Varejo,1,934.9,0.0,934.9,Venda
SKU_1430_JAD,26/12/2024,Atacado,3,539.7,188.88,116.94,Venda
SKU_1443_BLU,26/12/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1515_SEA,26/12/2024,Varejo,1,194.9,13.64,181.26,Venda
SKU_1512_MYS,26/12/2024,Varejo,3,674.7,0.0,224.9,Venda
SKU_1386_COB,26/12/2024,E-commerce,2,429.8,102.3,163.75,Venda
SKU_1647_ARM,26/12/2024,Varejo,1,339.9,0.0,339.9,Venda
SKU_1653_BAB,26/12/2024,Atacado,10,3599.0,1259.6,233.94,Venda
SKU_1426_NAV,26/12/2024,E-commerce,1,129.9,0.0,129.9,Venda
SKU_1572_MAR,26/12/2024,Atacado,4,559.6,167.88,97.93,Venda
SKU_1601_EME,26/12/2024,Atacado,8,5879.2,1763.76,514.43,Venda
SKU_1562_BLU,26/12/2024,Atacado,3,929.7,325.38,201.44,Venda
SKU_1498_OLI,26/12/2024,Varejo,1,339.9,0.0,339.9,Venda
SKU_1619_PAS,26/12/2024,Varejo,1,199.9,0.0,199.9,Venda
SKU_1512_TEA,26/12/2024,Varejo,1,224.9,15.74,209.16,Venda
SKU_1501_OLI,26/12/2024,Atacado,12,2038.8,917.52,93.44,Venda
SKU_1309_LIG,26/12/2024,E-commerce,1,364.9,57.72,307.18,Venda
SKU_1305_MAR,26/12/2024,Varejo,1,349.9,55.95,293.95,Venda
SKU_1523_CRE,26/12/2024,E-commerce,1,374.9,0.0,374.9,Venda
SKU_1345_ARM,26/12/2024,E-commerce,1,1199.9,288.54,911.36,Venda
SKU_1479_MIN,26/12/2024,Atacado,10,5549.0,2219.6,332.94,Venda
SKU_1518_CLE,26/12/2024,Atacado,6,1409.4,493.32,152.68,Venda
SKU_1657_EME,26/12/2024,Atacado,3,644.7,193.41,150.43,Venda
SKU_1542_PEA,26/12/2024,Atacado,4,1879.6,657.84,305.44,Venda
SKU_1295_PIS,26/12/2024,E-commerce,1,514.9,144.03,370.87,Venda
SKU_1358_MAR,26/12/2024,E-commerce,1,199.9,38.48,161.42,Venda
SKU_1554_PIS,26/12/2024,E-commerce,2,2069.8,0.0,1034.9,Venda
SKU_1679_GAR,26/12/2024,Varejo,1,919.9,0.0,919.9,Venda
SKU_1298_OFF,26/12/2024,Varejo,2,359.8,77.4,141.2,Venda
SKU_1646_BLU,26/12/2024,Varejo,2,409.8,0.0,204.9,Venda
SKU_1365_BUB,26/12/2024,Atacado,10,4999.0,1749.6,324.94,Venda
SKU_1581_BIR,26/12/2024,E-commerce,1,854.9,0.0,854.9,Venda
SKU_1571_WHI,26/12/2024,E-commerce,1,249.9,0.0,249.9,Venda
SKU_1285_CLO,26/12/2024,Varejo,1,879.9,138.92,740.98,Venda
SKU_1654_CRE,26/12/2024,Varejo,1,309.9,0.0,309.9,Venda
SKU_1415_MID,26/12/2024,Varejo,2,709.8,0.0,354.9,Venda
SKU_1382_HOT,26/12/2024,E-commerce,1,189.9,41.81,148.09,Venda
SKU_1593_FUC,26/12/2024,Atacado,5,724.5,217.35,101.43,Venda
SKU_1386_COB,26/12/2024,Atacado,12,2578.8,1160.4,118.2,Venda
SKU_1572_BAL,26/12/2024,Varejo,1,139.9,0.0,139.9,Venda
SKU_1560_PAL,26/12/2024,Atacado,10,2249.0,899.6,134.94,Venda
SKU_1675_CRE,26/12/2024,Atacado,2,1529.8,535.42,497.19,Venda
SKU_1609_LIM,26/12/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1276_LIG,26/12/2024,Atacado,10,1749.0,524.7,122.43,Venda
SKU_1645_MYS,26/12/2024,Atacado,3,1199.7,479.88,239.94,Venda
SKU_1286_MAR,26/12/2024,E-commerce,1,244.9,46.84,198.06,Venda
SKU_1678_LIG,26/12/2024,Atacado,4,2859.6,1000.84,464.69,Venda
SKU_1586_EGR,26/12/2024,Varejo,1,304.9,0.0,304.9,Venda
SKU_1367_VAN,26/12/2024,Varejo,2,359.8,95.98,131.91,Venda
SKU_1424_BAB,26/12/2024,Varejo,1,994.9,0.0,994.9,Venda
SKU_1372_SEA,26/12/2024,Atacado,6,2039.4,611.82,237.93,Venda
SKU_1574_COB,26/12/2024,Varejo,1,604.9,0.0,604.9,Venda
SKU_1311_BAB,26/12/2024,Atacado,5,4399.5,1319.85,615.93,Venda
SKU_1674_WHI,26/12/2024,Atacado,5,1149.5,402.3,149.44,Venda
SKU_1497_FUC,26/12/2024,Varejo,1,134.9,0.0,134.9,Venda
SKU_1320_PIS,26/12/2024,Atacado,5,749.5,224.85,104.93,Venda
SKU_1487_BRI,26/12/2024,Varejo,1,334.9,0.0,334.9,Venda
SKU_1626_DEN,26/12/2024,Varejo,2,1079.8,0.0,539.9,Venda
SKU_1361_MEX,26/12/2024,Atacado,4,759.6,303.84,113.94,Venda
SKU_1416_CLE,26/12/2024,E-commerce,1,279.9,0.0,279.9,Venda
SKU_1286_MAR,26/12/2024,Varejo,1,244.9,45.03,199.87,Venda
SKU_1290_PIN,26/12/2024,Atacado,10,5049.0,2019.6,302.94,Venda
SKU_1628_POW,26/12/2024,Atacado,6,3299.4,989.82,384.93,Venda
SKU_1488_IVO,26/12/2024,Atacado,4,1359.6,475.84,220.94,Venda
SKU_1618_SAP,26/12/2024,Atacado,2,359.8,143.92,107.94,Venda
SKU_1318_MYS,26/12/2024,Atacado,8,1919.2,575.76,167.93,Venda
SKU_1533_DUS,26/12/2024,Varejo,1,164.9,0.0,164.9,Venda
SKU_1285_CLO,26/12/2024,Atacado,5,4399.5,1539.8,571.94,Venda
SKU_1528_PAS,26/12/2024,Varejo,1,214.9,0.0,214.9,Venda
SKU_1320_PIS,26/12/2024,Varejo,3,449.7,84.27,121.81,Venda
SKU_1560_PAL,26/12/2024,E-commerce,1,224.9,0.0,224.9,Venda
SKU_1618_SAL,26/12/2024,Varejo,1,179.9,0.0,179.9,Venda
SKU_1417_BIR,26/12/2024,E-commerce,1,279.9,0.0,279.9,Venda
SKU_1530_PEA,26/12/2024,Atacado,5,649.5,227.3,84.44,Venda
SKU_1630_LIM,26/12/2024,Atacado,3,1004.7,351.63,217.69,Venda
SKU_1549_PAS,26/12/2024,Atacado,8,1479.2,517.76,120.18,Venda
SKU_1565_BAB,26/12/2024,Atacado,3,1079.7,323.91,251.93,Venda
SKU_1291_SPA,26/12/2024,Varejo,1,239.9,48.53,191.37,Venda
SKU_1557_TUR,26/12/2024,Varejo,1,199.9,0.0,199.9,Venda
SKU_1452_SKY,26/12/2024,Varejo,1,144.9,0.0,144.9,Venda
SKU_1384_SKY,26/12/2024,Atacado,8,4159.2,1247.76,363.93,Venda
SKU_1512_TEA,26/12/2024,Varejo,1,224.9,0.0,224.9,Venda
SKU_1621_PAS,26/12/2024,Atacado,4,939.6,281.88,164.43,Venda
SKU_1418_CLE,26/12/2024,Varejo,1,844.9,0.0,844.9,Venda
SKU_1376_SNO,26/12/2024,Atacado,3,854.7,256.41,199.43,Venda
SKU_1299_BRI,26/12/2024,Atacado,3,659.7,197.91,153.93,Venda
SKU_1422_PIN,26/12/2024,Varejo,1,314.9,0.0,314.9,Venda
SKU_1573_MIN,26/12/2024,Atacado,8,8199.2,2459.76,717.43,Venda
SKU_1566_POW,26/12/2024,Atacado,3,3104.7,1086.66,672.68,Venda
SKU_1524_DEN,26/12/2024,E-commerce,2,739.8,0.0,369.9,Venda
SKU_1475_MIN,26/12/2024,Atacado,3,749.7,299.88,149.94,Venda
SKU_1550_IVO,26/12/2024,Varejo,1,164.9,0.0,164.9,Venda
SKU_1627_BAB,26/12/2024,Atacado,3,989.7,346.38,214.44,Venda
SKU_1522_MOS,26/12/2024,Varejo,3,449.7,0.0,149.9,Venda
SKU_1384_SKY,26/12/2024,Varejo,2,1039.8,189.14,425.33,Venda
SKU_1481_TEA,26/12/2024,Atacado,6,4859.4,1457.82,566.93,Venda
SKU_1324_MID,26/12/2024,E-commerce,1,329.9,60.7,269.2,Venda
SKU_1294_COR,26/12/2024,Varejo,2,399.8,72.64,163.58,Venda
SKU_1428_SKY,26/12/2024,Varejo,1,489.9,0.0,489.9,Venda
SKU_1646_CLE,26/12/2024,E-commerce,1,204.9,14.34,190.56,Venda
SKU_1343_NAV,26/12/2024,Atacado,4,1259.6,503.84,188.94,Venda
SKU_1345_ARM,26/12/2024,Varejo,3,3599.7,930.45,889.75,Venda
SKU_1507_PAS,26/12/2024,Atacado,10,1799.0,629.6,116.94,Venda
SKU_1620_BLU,26/12/2024,Varejo,1,264.9,0.0,264.9,Venda
SKU_1675_DEN,26/12/2024,Varejo,1,764.9,0.0,764.9,Venda
SKU_1492_SKY,26/12/2024,Atacado,5,1874.5,749.8,224.94,Venda
SKU_1663_SNO,26/12/2024,Varejo,2,1589.8,0.0,794.9,Venda
SKU_1310_MOS,26/12/2024,E-commerce,1,239.9,62.79,177.11,Venda
SKU_1407_EME,26/12/2024,Varejo,1,214.9,0.0,214.9,Venda
SKU_1605_COR,26/12/2024,Varejo,1,219.9,0.0,219.9,Venda
SKU_1546_IVO,26/12/2024,Varejo,2,349.8,0.0,174.9,Venda
SKU_1528_PAS,26/12/2024,E-commerce,1,214.9,15.04,199.86,Venda
SKU_1532_EME,26/12/2024,Varejo,1,979.9,0.0,979.9,Venda
SKU_1561_LIM,26/12/2024,Varejo,1,349.9,0.0,349.9,Venda
SKU_1616_COR,26/12/2024,Varejo,1,1024.9,0.0,1024.9,Venda
SKU_1555_RAS,26/12/2024,Atacado,5,949.5,284.85,132.93,Venda
SKU_1497_FUC,26/12/2024,Atacado,2,269.8,94.44,87.68,Venda
SKU_1587_LIG,26/12/2024,Atacado,8,1839.2,643.68,149.44,Venda
SKU_1412_SHO,26/12/2024,Atacado,2,1789.8,715.92,536.94,Venda
SKU_1666_PAS,26/12/2024,Atacado,5,3999.5,1399.8,519.94,Venda
SKU_1510_ROS,26/12/2024,Varejo,1,834.9,0.0,834.9,Venda
SKU_1679_SHO,26/12/2024,E-commerce,1,919.9,0.0,919.9,Venda
SKU_1392_BLU,26/12/2024,Atacado,12,3538.8,1415.52,176.94,Venda
SKU_1578_PAS,26/12/2024,Varejo,1,124.9,0.0,124.9,Venda
SKU_1658_MYS,26/12/2024,Varejo,1,879.9,61.59,818.31,Venda
SKU_1543_BAB,26/12/2024,Varejo,1,734.9,0.0,734.9,Venda
SKU_1548_CLO,26/12/2024,E-commerce,1,474.9,33.24,441.66,Venda
SKU_1566_PEA,26/12/2024,Atacado,10,10349.0,3104.7,724.43,Venda
SKU_1338_OLI,26/12/2024,Varejo,4,819.6,155.36,166.06,Venda
SKU_1469_ARM,26/12/2024,Atacado,6,1769.4,530.82,206.43,Venda
SKU_1660_MAG,26/12/2024,Varejo,2,629.8,0.0,314.9,Venda
SKU_1328_LIG,26/12/2024,Varejo,1,264.9,40.7,224.2,Venda
SKU_1564_NAV,26/12/2024,Varejo,1,589.9,0.0,589.9,Venda
SKU_1360_FRE,26/12/2024,Varejo,1,319.9,65.9,254.0,Venda
SKU_1554_PIS,26/12/2024,Atacado,4,4139.6,1448.88,672.68,Venda
SKU_1351_HON,26/12/2024,Atacado,6,4139.4,1448.76,448.44,Venda
SKU_1667_LIG,26/12/2024,Atacado,8,1679.2,587.68,136.44,Venda
SKU_1276_LIG,26/12/2024,E-commerce,1,174.9,44.51,130.39,Venda
SKU_1314_BLU,26/12/2024,Atacado,3,869.7,347.88,173.94,Venda
SKU_1583_WHI,26/12/2024,Atacado,6,1529.4,458.82,178.43,Venda
SKU_1654_NAV,26/12/2024,Varejo,1,309.9,0.0,309.9,Venda
SKU_1575_JAD,26/12/2024,Atacado,5,4324.5,1513.55,562.19,Venda
SKU_1653_ROS,26/12/2024,Varejo,3,1079.7,75.57,334.71,Venda
SKU_1408_PAS,26/12/2024,Atacado,5,4599.5,1609.8,597.94,Venda
SKU_1561_VAN,26/12/2024,E-commerce,1,349.9,24.49,325.41,Venda
SKU_1602_PAS,26/12/2024,Atacado,8,1839.2,735.68,137.94,Venda
SKU_1451_BIR,26/12/2024,Varejo,4,979.6,0.0,244.9,Venda
SKU_1329_MIN,26/12/2024,Atacado,6,1649.4,494.82,192.43,Venda
SKU_1393_SKY,26/12/2024,Varejo,2,619.8,43.38,288.21,Venda
SKU_1373_SKY,26/12/2024,E-commerce,1,189.9,31.26,158.64,Venda
SKU_1508_LIM,26/12/2024,Varejo,1,209.9,0.0,209.9,Venda
SKU_1276_WHI,26/12/2024,Varejo,1,174.9,50.0,124.9,Venda
SKU_1315_WHI,26/12/2024,Atacado,5,1724.5,517.35,241.43,Venda
SKU_1612_PAL,26/12/2024,Atacado,10,3299.0,989.7,230.93,Venda
SKU_1351_HON,26/12/2024,Atacado,10,6899.0,2759.6,413.94,Venda
SKU_1296_PEA,26/12/2024,Varejo,1,649.9,150.69,499.21,Venda
SKU_1622_VAN,26/12/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1364_OFF,26/12/2024,E-commerce,1,459.9,100.16,359.74,Venda
SKU_1390_SAP,26/12/2024,Varejo,1,229.9,0.0,229.9,Venda
SKU_1530_HON,26/12/2024,Atacado,8,1039.2,415.68,77.94,Venda
SKU_1573_SAG,26/12/2024,E-commerce,1,1024.9,0.0,1024.9,Venda
SKU_1390_PAS,26/12/2024,Varejo,1,229.9,16.09,213.81,Venda
SKU_1504_EME,26/12/2024,Varejo,2,679.8,47.58,316.11,Venda
SKU_1535_MOS,26/12/2024,Atacado,2,609.8,243.92,182.94,Venda
SKU_1588_CRE,26/12/2024,Varejo,1,489.9,0.0,489.9,Venda
SKU_1436_BLU,26/12/2024,Atacado,4,1119.6,391.84,181.94,Venda
SKU_1649_FLA,26/12/2024,Varejo,1,234.9,0.0,234.9,Venda
