Código (SKU),Data da Venda,Canal de Venda,Quantidade Vendida,Receita Bruta (R$),Desconto (R$),Preço Realizado por Unidade (R$),Tipo de Venda
SKU_1544_PEA,20/08/2024,Atacado,4,799.6,279.84,129.94,Venda
SKU_1368_TUR,20/08/2024,Varejo,1,744.9,217.29,527.61,Venda
SKU_1350_SNO,20/08/2024,Atacado,6,1709.4,512.82,199.43,Venda
SKU_1616_COR,20/08/2024,E-commerce,1,1024.9,0.0,1024.9,Venda
SKU_1419_FLA,20/08/2024,Varejo,1,249.9,0.0,249.9,Venda
SKU_1636_LIG,20/08/2024,Atacado,6,2639.4,791.82,307.93,Venda
SKU_1656_SNO,20/08/2024,Varejo,1,234.9,16.44,218.46,Venda
SKU_1550_PAL,20/08/2024,Varejo,1,164.9,0.0,164.9,Venda
SKU_1452_SKY,20/08/2024,Varejo,1,144.9,0.0,144.9,Venda
SKU_1538_PAS,20/08/2024,E-commerce,2,419.8,0.0,209.9,Venda
SKU_1660_MAG,20/08/2024,Atacado,5,1574.5,551.05,204.69,Venda
SKU_1469_ARM,20/08/2024,Varejo,1,294.9,0.0,294.9,Venda
SKU_1343_NAV,20/08/2024,E-commerce,1,314.9,52.61,262.29,Venda
SKU_1352_CER,20/08/2024,Varejo,1,279.9,62.54,217.36,Venda
SKU_1599_WHI,20/08/2024,Varejo,1,469.9,0.0,469.9,Venda
SKU_1485_CER,20/08/2024,Atacado,3,1994.7,598.41,465.43,Venda
SKU_1486_OLI,20/08/2024,Varejo,1,289.9,0.0,289.9,Venda
SKU_1653_ROS,20/08/2024,Atacado,8,2879.2,1007.68,233.94,Venda
SKU_1286_HOT,20/08/2024,Atacado,4,979.6,342.88,159.18,Venda
SKU_1578_PAS,20/08/2024,Atacado,6,749.4,224.82,87.43,Venda
SKU_1387_BAB,20/08/2024,Varejo,4,639.6,156.12,120.87,Venda
SKU_1407_EME,20/08/2024,Atacado,4,859.6,300.88,139.68,Venda
SKU_1323_FRE,20/08/2024,Atacado,3,869.7,304.38,188.44,Venda
SKU_1510_SNO,20/08/2024,E-commerce,1,834.9,58.44,776.46,Venda
SKU_1623_SER,20/08/2024,Varejo,1,914.9,0.0,914.9,Venda
SKU_1578_TEA,20/08/2024,Atacado,3,374.7,131.16,81.18,Venda
SKU_1318_PAS,20/08/2024,Varejo,1,239.9,43.18,196.72,Venda
SKU_1399_CRE,20/08/2024,Varejo,3,809.7,0.0,269.9,Venda
SKU_1389_BAB,20/08/2024,Atacado,4,559.6,167.88,97.93,Venda
SKU_1356_DEN,20/08/2024,E-commerce,1,214.9,38.87,176.03,Venda
SKU_1672_TEA,20/08/2024,Varejo,1,294.9,0.0,294.9,Venda
SKU_1358_MAR,20/08/2024,Atacado,2,399.8,159.92,119.94,Venda
SKU_1346_PEA,20/08/2024,Atacado,12,3178.8,1112.52,172.19,Venda
SKU_1598_DUS,20/08/2024,Varejo,2,979.8,0.0,489.9,Venda
SKU_1342_BAB,20/08/2024,Varejo,2,699.8,131.66,284.07,Venda
SKU_1581_BIR,20/08/2024,E-commerce,1,854.9,0.0,854.9,Venda
SKU_1380_MIN,20/08/2024,Atacado,4,919.6,321.84,149.44,Venda
SKU_1384_SKY,20/08/2024,Atacado,3,1559.7,545.88,337.94,Venda
SKU_1631_BAL,20/08/2024,Atacado,3,539.7,215.88,107.94,Venda
SKU_1374_BLU,20/08/2024,Varejo,1,189.9,53.34,136.56,Venda
SKU_1408_FUC,20/08/2024,Atacado,3,2759.7,827.91,643.93,Venda
SKU_1504_EME,20/08/2024,Varejo,1,339.9,0.0,339.9,Venda
SKU_1374_SAL,20/08/2024,Varejo,1,189.9,29.88,160.02,Venda
SKU_1559_BLU,20/08/2024,Atacado,10,11999.0,3599.7,839.93,Venda
SKU_1290_BIR,20/08/2024,Varejo,1,504.9,125.83,379.07,Venda
SKU_1659_SNO,20/08/2024,E-commerce,1,1024.9,0.0,1024.9,Venda
SKU_1665_RAS,20/08/2024,Varejo,2,499.8,0.0,249.9,Venda
SKU_1470_WHI,20/08/2024,Varejo,1,919.9,0.0,919.9,Venda
SKU_1519_TEA,20/08/2024,Atacado,4,2519.6,881.84,409.44,Venda
SKU_1296_PEA,20/08/2024,Varejo,1,649.9,181.45,468.45,Venda
SKU_1554_PIS,20/08/2024,Atacado,8,8279.2,2897.76,672.68,Venda
SKU_1547_IVO,20/08/2024,Atacado,5,1649.5,577.3,214.44,Venda
SKU_1618_SAL,20/08/2024,Atacado,8,1439.2,503.68,116.94,Venda
SKU_1430_PEA,20/08/2024,E-commerce,1,179.9,0.0,179.9,Venda
SKU_1363_RAS,20/08/2024,Varejo,3,2849.7,670.47,726.41,Venda
SKU_1459_OFF,20/08/2024,Atacado,8,1679.2,755.68,115.44,Venda
SKU_1528_DEN,20/08/2024,Atacado,6,1289.4,451.32,139.68,Venda
SKU_1399_PAL,20/08/2024,Atacado,6,1619.4,485.82,188.93,Venda
SKU_1376_BIR,20/08/2024,E-commerce,2,569.8,156.44,206.68,Venda
SKU_1365_BUB,20/08/2024,Varejo,1,499.9,103.41,396.49,Venda
SKU_1310_EGR,20/08/2024,Atacado,5,1199.5,359.85,167.93,Venda
SKU_1564_BLA,20/08/2024,Atacado,6,3539.4,1061.82,412.93,Venda
SKU_1616_SER,20/08/2024,E-commerce,1,1024.9,0.0,1024.9,Venda
SKU_1401_BLU,20/08/2024,Atacado,8,1919.2,575.76,167.93,Venda
SKU_1454_BUB,20/08/2024,Varejo,4,599.6,0.0,149.9,Venda
SKU_1602_AQU,20/08/2024,Varejo,1,229.9,16.09,213.81,Venda
SKU_1276_LIG,20/08/2024,Atacado,8,1399.2,489.76,113.68,Venda
SKU_1612_SNO,20/08/2024,Atacado,3,989.7,346.38,214.44,Venda
SKU_1291_SAL,20/08/2024,Atacado,6,1439.4,503.76,155.94,Venda
SKU_1479_FUC,20/08/2024,E-commerce,1,554.9,0.0,554.9,Venda
SKU_1350_SNO,20/08/2024,Atacado,8,2279.2,797.68,185.19,Venda
SKU_1483_WHI,20/08/2024,Atacado,6,1949.4,682.26,211.19,Venda
SKU_1278_MOS,20/08/2024,Varejo,2,2059.8,330.0,864.9,Venda
SKU_1546_PAS,20/08/2024,Atacado,3,524.7,209.88,104.94,Venda
SKU_1569_WHI,20/08/2024,Atacado,5,1099.5,329.85,153.93,Venda
SKU_1505_SNO,20/08/2024,E-commerce,1,234.9,0.0,234.9,Venda
SKU_1515_AQU,20/08/2024,Varejo,1,194.9,0.0,194.9,Venda
SKU_1666_FUC,20/08/2024,Varejo,2,1599.8,111.98,743.91,Venda
SKU_1280_PRI,20/08/2024,Atacado,2,999.8,299.94,349.93,Venda
SKU_1619_PAS,20/08/2024,Atacado,5,999.5,349.8,129.94,Venda
SKU_1635_SAG,20/08/2024,Atacado,8,4839.2,1693.68,393.19,Venda
SKU_1479_FUC,20/08/2024,Varejo,1,554.9,38.84,516.06,Venda
SKU_1302_EME,20/08/2024,E-commerce,1,419.9,94.51,325.39,Venda
SKU_1328_LIG,20/08/2024,Atacado,4,1059.6,370.84,172.19,Venda
SKU_1439_CER,20/08/2024,Varejo,1,184.9,0.0,184.9,Venda
SKU_1638_PEA,20/08/2024,Varejo,2,2279.8,0.0,1139.9,Venda
SKU_1616_SER,20/08/2024,E-commerce,3,3074.7,0.0,1024.9,Venda
SKU_1376_SNO,20/08/2024,Atacado,5,1424.5,498.55,185.19,Venda
SKU_1324_SNO,20/08/2024,Varejo,3,989.7,230.55,253.05,Venda
SKU_1503_VAN,20/08/2024,Atacado,3,689.7,241.38,149.44,Venda
SKU_1556_HUN,20/08/2024,Atacado,4,819.6,245.88,143.43,Venda
SKU_1284_COR,20/08/2024,E-commerce,1,709.9,150.44,559.46,Venda
SKU_1513_RAS,20/08/2024,Atacado,3,644.7,225.66,139.68,Venda
SKU_1592_CER,20/08/2024,Varejo,1,209.9,0.0,209.9,Venda
SKU_1443_BLU,20/08/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1572_MAR,20/08/2024,Varejo,1,139.9,0.0,139.9,Venda
SKU_1461_PRI,20/08/2024,Atacado,4,4279.6,1497.84,695.44,Venda
SKU_1435_OLI,20/08/2024,Varejo,1,1009.9,0.0,1009.9,Venda
SKU_1390_SAP,20/08/2024,E-commerce,1,229.9,0.0,229.9,Venda
SKU_1377_CLO,20/08/2024,Varejo,1,259.9,74.4,185.5,Venda
SKU_1609_LIM,20/08/2024,E-commerce,1,269.9,0.0,269.9,Venda
SKU_1312_NAV,20/08/2024,Varejo,1,249.9,48.13,201.77,Venda
SKU_1522_MOS,20/08/2024,Atacado,6,899.4,314.76,97.44,Venda
SKU_1514_PEA,20/08/2024,Varejo,1,829.9,0.0,829.9,Venda
SKU_1521_MOS,20/08/2024,E-commerce,1,189.9,0.0,189.9,Venda
SKU_1493_PEA,20/08/2024,Varejo,1,329.9,0.0,329.9,Venda
SKU_1621_FUC,20/08/2024,Atacado,5,1174.5,411.1,152.68,Venda
SKU_1646_CLE,20/08/2024,Atacado,5,1024.5,307.35,143.43,Venda
SKU_1572_BAL,20/08/2024,E-commerce,1,139.9,0.0,139.9,Venda
SKU_1397_SNO,20/08/2024,E-commerce,1,234.9,0.0,234.9,Venda
SKU_1488_PEA,20/08/2024,Varejo,2,679.8,0.0,339.9,Venda
SKU_1382_ARM,20/08/2024,E-commerce,1,189.9,52.68,137.22,Venda
SKU_1648_FLA,20/08/2024,Varejo,1,699.9,0.0,699.9,Venda
SKU_1431_TEA,20/08/2024,Atacado,6,2219.4,887.76,221.94,Venda
SKU_1288_BAB,20/08/2024,Varejo,2,479.8,78.34,200.73,Venda
SKU_1548_CLO,20/08/2024,Atacado,8,3799.2,1519.68,284.94,Venda
SKU_1638_PEA,20/08/2024,Varejo,1,1139.9,79.79,1060.11,Venda
SKU_1371_WHI,20/08/2024,Atacado,4,1099.6,384.84,178.69,Venda
SKU_1461_NAV,20/08/2024,E-commerce,1,1069.9,0.0,1069.9,Venda
SKU_1647_BLA,20/08/2024,Varejo,1,339.9,23.79,316.11,Venda
SKU_1312_HOT,20/08/2024,Varejo,3,749.7,213.93,178.59,Venda
SKU_1636_LIG,20/08/2024,Varejo,4,1759.6,0.0,439.9,Venda
SKU_1586_EGR,20/08/2024,E-commerce,2,609.8,42.68,283.56,Venda
SKU_1627_BAB,20/08/2024,Varejo,2,659.8,0.0,329.9,Venda
SKU_1319_MAR,20/08/2024,Atacado,3,569.7,256.38,104.44,Venda
SKU_1470_WHI,20/08/2024,E-commerce,1,919.9,0.0,919.9,Venda
SKU_1628_POW,20/08/2024,Atacado,5,2749.5,962.3,357.44,Venda
SKU_1601_AQU,20/08/2024,Varejo,3,2204.7,0.0,734.9,Venda
SKU_1337_DUS,20/08/2024,E-commerce,1,184.9,47.24,137.66,Venda
SKU_1412_BAB,20/08/2024,Atacado,12,10738.8,3758.52,581.69,Venda
SKU_1540_BAL,20/08/2024,Atacado,12,2038.8,611.64,118.93,Venda
SKU_1623_EGR,20/08/2024,Varejo,1,914.9,0.0,914.9,Venda
SKU_1504_NAV,20/08/2024,Varejo,2,679.8,0.0,339.9,Venda
SKU_1584_FLA,20/08/2024,Atacado,2,369.8,110.94,129.43,Venda
SKU_1587_LIG,20/08/2024,Atacado,3,689.7,241.38,149.44,Venda
SKU_1541_POW,20/08/2024,E-commerce,2,1349.8,94.48,627.66,Venda
SKU_1656_FUC,20/08/2024,E-commerce,1,234.9,0.0,234.9,Venda
SKU_1346_PEA,20/08/2024,Varejo,1,264.9,67.93,196.97,Venda
SKU_1408_FUC,20/08/2024,Atacado,4,3679.6,1471.84,551.94,Venda
SKU_1489_IVO,20/08/2024,Atacado,3,1109.7,388.38,240.44,Venda
SKU_1304_TUR,20/08/2024,Varejo,1,494.9,79.21,415.69,Venda
SKU_1314_SNO,20/08/2024,Varejo,1,289.9,84.06,205.84,Venda
SKU_1505_BLU,20/08/2024,Varejo,1,234.9,0.0,234.9,Venda
SKU_1440_BLU,20/08/2024,Varejo,1,1199.9,0.0,1199.9,Venda
SKU_1635_TEA,20/08/2024,E-commerce,1,604.9,0.0,604.9,Venda
SKU_1666_PAS,20/08/2024,Varejo,1,799.9,0.0,799.9,Venda
SKU_1327_GAR,20/08/2024,Varejo,1,259.9,71.09,188.81,Venda
SKU_1291_SPA,20/08/2024,Varejo,1,239.9,38.21,201.69,Venda
SKU_1647_BLA,20/08/2024,Varejo,2,679.8,0.0,339.9,Venda
SKU_1627_BAB,20/08/2024,Varejo,1,329.9,0.0,329.9,Venda
SKU_1590_HOT,20/08/2024,E-commerce,1,189.9,0.0,189.9,Venda
SKU_1494_EGR,20/08/2024,Atacado,6,6509.4,2278.32,705.18,Venda
SKU_1597_SHO,20/08/2024,Varejo,4,2119.6,0.0,529.9,Venda
SKU_1561_VAN,20/08/2024,Varejo,1,349.9,0.0,349.9,Venda
SKU_1626_BAB,20/08/2024,Varejo,2,1079.8,0.0,539.9,Venda
SKU_1551_ROS,20/08/2024,Varejo,3,659.7,0.0,219.9,Venda
SKU_1644_BAB,20/08/2024,Atacado,4,1279.6,383.88,223.93,Venda
SKU_1280_LIM,20/08/2024,Atacado,6,2999.4,1199.76,299.94,Venda
SKU_1642_OFF,20/08/2024,Varejo,1,224.9,0.0,224.9,Venda
SKU_1502_VAN,20/08/2024,Atacado,2,419.8,146.92,136.44,Venda
SKU_1462_OFF,20/08/2024,E-commerce,1,364.9,0.0,364.9,Venda
SKU_1370_PRI,20/08/2024,Varejo,4,719.6,178.72,135.22,Venda
SKU_1296_DEE,20/08/2024,Varejo,1,649.9,182.94,466.96,Venda
SKU_1654_CRE,20/08/2024,Varejo,3,929.7,0.0,309.9,Venda
SKU_1596_BIR,20/08/2024,Varejo,1,274.9,0.0,274.9,Venda
SKU_1638_PEA,20/08/2024,Atacado,5,5699.5,1994.8,740.94,Venda
SKU_1440_PIS,20/08/2024,Varejo,1,1199.9,0.0,1199.9,Venda
SKU_1507_FLA,20/08/2024,Varejo,1,179.9,0.0,179.9,Venda
SKU_1557_SAG,20/08/2024,Varejo,1,199.9,0.0,199.9,Venda
SKU_1677_VAN,20/08/2024,Varejo,1,569.9,0.0,569.9,Venda
SKU_1376_SNO,20/08/2024,Varejo,1,284.9,71.65,213.25,Venda
SKU_1675_DEN,20/08/2024,Atacado,4,3059.6,1376.8,420.7,Venda
SKU_1358_DUS,20/08/2024,Atacado,3,599.7,179.91,139.93,Venda
SKU_1340_SNO,20/08/2024,Atacado,8,9159.2,2747.76,801.43,Venda
SKU_1343_IVO,20/08/2024,Atacado,3,944.7,330.63,204.69,Venda
SKU_1639_FRE,20/08/2024,Varejo,1,189.9,0.0,189.9,Venda
SKU_1570_HON,20/08/2024,Varejo,3,2144.7,0.0,714.9,Venda
SKU_1571_BIR,20/08/2024,Varejo,1,249.9,0.0,249.9,Venda
SKU_1527_TEA,20/08/2024,Atacado,5,4549.5,1364.85,636.93,Venda
SKU_1406_PRI,20/08/2024,Varejo,3,1049.7,73.47,325.41,Venda
SKU_1315_BLA,20/08/2024,Atacado,10,3449.0,1034.7,241.43,Venda
SKU_1405_CLO,20/08/2024,Atacado,5,1074.5,376.1,139.68,Venda
SKU_1324_SNO,20/08/2024,Varejo,1,329.9,91.23,238.67,Venda
SKU_1553_DEN,20/08/2024,Atacado,8,2039.2,815.68,152.94,Venda
SKU_1652_MOS,20/08/2024,Atacado,4,879.6,263.88,153.93,Venda
SKU_1539_BLA,20/08/2024,Atacado,2,699.8,244.92,227.44,Venda
SKU_1475_VAN,20/08/2024,E-commerce,1,249.9,0.0,249.9,Venda
SKU_1592_CER,20/08/2024,Atacado,5,1049.5,367.3,136.44,Venda
SKU_1528_PAS,20/08/2024,Varejo,1,214.9,0.0,214.9,Venda
SKU_1592_SAG,20/08/2024,Atacado,4,839.6,377.84,115.44,Venda
SKU_1551_ROS,20/08/2024,Atacado,4,879.6,307.84,142.94,Venda
SKU_1309_OLI,20/08/2024,Varejo,4,1459.6,256.72,300.72,Venda
SKU_1576_AQU,20/08/2024,Varejo,2,489.8,34.28,227.76,Venda
SKU_1476_WHI,20/08/2024,Varejo,1,274.9,0.0,274.9,Venda
SKU_1383_CLE,20/08/2024,E-commerce,1,179.9,51.36,128.54,Venda
SKU_1568_PIN,20/08/2024,Atacado,6,1409.4,563.76,140.94,Venda
SKU_1462_OFF,20/08/2024,Varejo,1,364.9,25.54,339.36,Venda
SKU_1364_TEA,20/08/2024,E-commerce,1,459.9,109.29,350.61,Venda
SKU_1636_LIG,20/08/2024,E-commerce,1,439.9,0.0,439.9,Venda
SKU_1585_COR,20/08/2024,Varejo,1,319.9,0.0,319.9,Venda
SKU_1314_BLU,20/08/2024,Atacado,12,3478.8,1043.64,202.93,Venda
SKU_1565_BAB,20/08/2024,Atacado,2,719.8,215.94,251.93,Venda
SKU_1577_HUN,20/08/2024,E-commerce,1,159.9,0.0,159.9,Venda
SKU_1385_NAV,20/08/2024,Atacado,4,1159.6,405.84,188.44,Venda
SKU_1560_PAL,20/08/2024,Varejo,1,224.9,0.0,224.9,Venda
SKU_1368_SNO,20/08/2024,Atacado,2,1489.8,521.42,484.19,Venda
SKU_1501_SAL,20/08/2024,Atacado,6,1019.4,356.76,110.44,Venda
SKU_1637_WHI,20/08/2024,E-commerce,1,919.9,0.0,919.9,Venda
SKU_1654_CRE,20/08/2024,Atacado,5,1549.5,464.85,216.93,Venda
SKU_1586_EGR,20/08/2024,Varejo,1,304.9,21.34,283.56,Venda
SKU_1351_SAG,20/08/2024,Varejo,2,1379.8,295.82,541.99,Venda
SKU_1499_RAS,20/08/2024,E-commerce,1,259.9,0.0,259.9,Venda
SKU_1376_BIR,20/08/2024,Varejo,1,284.9,48.6,236.3,Venda
SKU_1527_TEA,20/08/2024,Atacado,10,9099.0,3184.6,591.44,Venda
SKU_1347_DUS,20/08/2024,Atacado,2,579.8,173.94,202.93,Venda
SKU_1423_SAG,20/08/2024,Varejo,1,1199.9,0.0,1199.9,Venda
SKU_1577_HUN,20/08/2024,E-commerce,2,319.8,0.0,159.9,Venda
SKU_1551_DUS,20/08/2024,Atacado,10,2199.0,769.6,142.94,Venda
SKU_1495_BLA,20/08/2024,Atacado,6,1979.4,692.76,214.44,Venda
SKU_1593_FUC,20/08/2024,E-commerce,1,144.9,0.0,144.9,Venda
SKU_1442_OFF,20/08/2024,Varejo,1,289.9,0.0,289.9,Venda
SKU_1306_SPA,20/08/2024,Varejo,1,859.9,172.53,687.37,Venda
SKU_1501_SAL,20/08/2024,Varejo,1,169.9,11.89,158.01,Venda
SKU_1308_CER,20/08/2024,Atacado,5,2099.5,734.8,272.94,Venda
SKU_1471_LIG,20/08/2024,Atacado,10,2049.0,819.6,122.94,Venda
SKU_1563_MEX,20/08/2024,Atacado,2,299.8,104.92,97.44,Venda
SKU_1356_BLU,20/08/2024,Atacado,12,2578.8,902.64,139.68,Venda
SKU_1464_MOS,20/08/2024,Varejo,1,229.9,0.0,229.9,Venda
SKU_1541_AQU,20/08/2024,E-commerce,1,674.9,0.0,674.9,Venda
SKU_1277_BAB,20/08/2024,Atacado,10,2649.0,794.7,185.43,Venda
SKU_1625_DUS,20/08/2024,Varejo,1,204.9,0.0,204.9,Venda
SKU_1446_GAR,20/08/2024,Varejo,1,269.9,0.0,269.9,Venda
SKU_1296_DEE,20/08/2024,Varejo,1,649.9,192.89,457.01,Venda
SKU_1646_BLU,20/08/2024,Atacado,5,1024.5,307.35,143.43,Venda
SKU_1331_AQU,20/08/2024,Varejo,3,839.7,235.71,201.33,Venda
SKU_1522_MOS,20/08/2024,Varejo,1,149.9,0.0,149.9,Venda
SKU_1606_COB,20/08/2024,Atacado,3,3254.7,976.41,759.43,Venda
SKU_1512_TEA,20/08/2024,E-commerce,2,449.8,0.0,224.9,Venda
SKU_1390_SAP,20/08/2024,Atacado,5,1149.5,459.8,137.94,Venda
SKU_1284_COR,20/08/2024,Atacado,8,5679.2,2271.68,425.94,Venda
SKU_1524_DEN,20/08/2024,Varejo,2,739.8,0.0,369.9,Venda
SKU_1633_SER,20/08/2024,Varejo,3,704.7,0.0,234.9,Venda
SKU_1627_BAB,20/08/2024,Atacado,8,2639.2,923.68,214.44,Venda
SKU_1340_POW,20/08/2024,Atacado,6,6869.4,2404.32,744.18,Venda
SKU_1659_MOS,20/08/2024,Atacado,4,4099.6,1639.84,614.94,Venda
SKU_1557_TUR,20/08/2024,Atacado,5,999.5,399.8,119.94,Venda
SKU_1394_FOR,20/08/2024,Atacado,4,1879.6,657.84,305.44,Venda
SKU_1513_RAS,20/08/2024,Atacado,4,859.6,257.88,150.43,Venda
SKU_1364_TEA,20/08/2024,Varejo,3,1379.7,226.98,384.24,Venda
SKU_1606_COB,20/08/2024,Atacado,4,4339.6,1301.88,759.43,Venda
SKU_1632_SAP,20/08/2024,Atacado,5,924.5,277.35,129.43,Venda
SKU_1362_SEA,20/08/2024,Varejo,3,2864.7,440.88,807.94,Venda
SKU_1647_ARM,20/08/2024,Atacado,2,679.8,237.92,220.94,Venda
SKU_1570_HON,20/08/2024,Atacado,5,3574.5,1251.05,464.69,Venda
SKU_1592_CER,20/08/2024,Atacado,10,2099.0,734.6,136.44,Venda
SKU_1600_SHO,20/08/2024,Varejo,1,394.9,27.64,367.26,Venda
SKU_1599_WHI,20/08/2024,Varejo,1,469.9,32.89,437.01,Venda
SKU_1450_MAG,20/08/2024,E-commerce,2,819.8,0.0,409.9,Venda
SKU_1493_PEA,20/08/2024,Atacado,10,3299.0,989.7,230.93,Venda
SKU_1395_BLA,20/08/2024,Atacado,5,1449.5,434.85,202.93,Venda
SKU_1494_EGR,20/08/2024,Atacado,4,4339.6,1301.88,759.43,Venda
SKU_1280_PRI,20/08/2024,Varejo,2,999.8,236.16,381.82,Venda
SKU_1363_RAS,20/08/2024,Atacado,4,3799.6,1139.88,664.93,Venda
SKU_1507_PAS,20/08/2024,Varejo,1,179.9,0.0,179.9,Venda
SKU_1532_BRI,20/08/2024,Atacado,6,5879.4,2057.76,636.94,Venda
SKU_1632_SPA,20/08/2024,Varejo,2,369.8,0.0,184.9,Venda
SKU_1414_DUS,20/08/2024,Atacado,8,2719.2,951.68,220.94,Venda
SKU_1658_MYS,20/08/2024,Atacado,6,5279.4,1847.76,571.94,Venda
SKU_1539_PEA,20/08/2024,Varejo,1,349.9,0.0,349.9,Venda
SKU_1276_LIG,20/08/2024,Atacado,4,699.6,244.88,113.68,Venda
SKU_1513_RAS,20/08/2024,Varejo,4,859.6,0.0,214.9,Venda
