Código (SKU),Data da Venda,Canal de Venda,Quantidade Vendida,Receita Bruta (R$),Desconto (R$),Preço Realizado por Unidade (R$),Tipo de Venda
SKU_1572_BAL,20/11/2024,Atacado,6,839.4,293.76,90.94,Venda
SKU_1587_LIG,20/11/2024,Atacado,4,919.6,367.84,137.94,Venda
SKU_1333_PIS,20/11/2024,Varejo,1,189.9,38.8,151.1,Venda
SKU_1453_PRI,20/11/2024,Atacado,6,1409.4,563.76,140.94,Venda
SKU_1294_SEA,20/11/2024,Atacado,4,799.6,319.84,119.94,Venda
SKU_1308_CER,20/11/2024,Varejo,3,1259.7,238.92,340.26,Venda
SKU_1381_PAS,20/11/2024,Varejo,4,1099.6,275.68,205.98,Venda
SKU_1345_FOR,20/11/2024,Atacado,8,9599.2,3839.68,719.94,Venda
SKU_1479_FUC,20/11/2024,Varejo,2,1109.8,327.82,390.99,Venda
SKU_1436_BLU,20/11/2024,Atacado,8,2239.2,671.76,195.93,Venda
SKU_1411_BLU,20/11/2024,E-commerce,1,224.9,62.23,162.67,Venda
SKU_1502_PEA,20/11/2024,E-commerce,2,419.8,113.82,152.99,Venda
SKU_1511_CLE,20/11/2024,Atacado,8,7479.2,2617.68,607.69,Venda
SKU_1515_SEA,20/11/2024,Varejo,2,389.8,102.94,143.43,Venda
SKU_1563_WHI,20/11/2024,Varejo,1,149.9,31.97,117.93,Venda
SKU_1466_SAP,20/11/2024,Atacado,10,2699.0,809.7,188.93,Venda
SKU_1550_IVO,20/11/2024,Atacado,6,989.4,395.76,98.94,Venda
SKU_1658_MYS,20/11/2024,Atacado,4,3519.6,1231.84,571.94,Venda
SKU_1407_EME,20/11/2024,Varejo,1,214.9,48.95,165.95,Venda
SKU_1343_NAV,20/11/2024,Varejo,2,629.8,97.62,266.09,Venda
SKU_1456_DEN,20/11/2024,E-commerce,1,314.9,73.88,241.02,Venda
SKU_1450_JAD,20/11/2024,Atacado,4,1639.6,655.84,245.94,Venda
SKU_1376_SNO,20/11/2024,Varejo,1,284.9,78.28,206.62,Venda
SKU_1503_VAN,20/11/2024,Atacado,8,1839.2,735.68,137.94,Venda
SKU_1288_BAB,20/11/2024,Atacado,8,1919.2,575.76,167.93,Venda
SKU_1485_CER,20/11/2024,E-commerce,1,664.9,126.74,538.16,Venda
SKU_1531_TEA,20/11/2024,E-commerce,1,549.9,135.75,414.15,Venda
SKU_1467_OLI,20/11/2024,Varejo,1,204.9,48.36,156.54,Venda
SKU_1448_SEA,20/11/2024,E-commerce,1,179.9,40.76,139.14,Venda
SKU_1593_FUC,20/11/2024,Varejo,4,579.6,146.92,108.17,Venda
SKU_1624_PRI,20/11/2024,Atacado,2,419.8,167.92,125.94,Venda
SKU_1400_PAL,20/11/2024,Varejo,1,209.9,49.07,160.83,Venda
SKU_1487_CLE,20/11/2024,Atacado,8,2679.2,937.68,217.69,Venda
SKU_1413_SAG,20/11/2024,Atacado,6,1109.4,332.82,129.43,Venda
SKU_1339_JAD,20/11/2024,Varejo,2,619.8,150.82,234.49,Venda
SKU_1283_SNO,20/11/2024,Varejo,3,569.7,156.06,137.88,Venda
SKU_1548_HOT,20/11/2024,E-commerce,1,474.9,77.33,397.57,Venda
SKU_1552_CLE,20/11/2024,Varejo,1,659.9,110.2,549.7,Venda
SKU_1675_CRE,20/11/2024,Atacado,6,4589.4,1376.82,535.43,Venda
SKU_1425_LIG,20/11/2024,Varejo,1,209.9,41.0,168.9,Venda
SKU_1335_CRE,20/11/2024,Atacado,8,3039.2,1215.68,227.94,Venda
SKU_1506_PAL,20/11/2024,Atacado,6,1379.4,482.76,149.44,Venda
SKU_1586_JAD,20/11/2024,Varejo,3,914.7,268.32,215.46,Venda
SKU_1671_MIN,20/11/2024,E-commerce,2,699.8,109.14,295.33,Venda
SKU_1643_EGR,20/11/2024,Varejo,2,449.8,131.62,159.09,Venda
SKU_1432_BRI,20/11/2024,Atacado,5,3599.5,1079.85,503.93,Venda
SKU_1527_TEA,20/11/2024,Atacado,3,2729.7,1091.88,545.94,Venda
SKU_1510_SNO,20/11/2024,Varejo,1,834.9,150.67,684.23,Venda
SKU_1546_IVO,20/11/2024,E-commerce,1,174.9,34.41,140.49,Venda
SKU_1447_OLI,20/11/2024,Varejo,1,239.9,69.53,170.37,Venda
SKU_1432_WHI,20/11/2024,E-commerce,1,719.9,204.5,515.4,Venda
SKU_1580_WHI,20/11/2024,Varejo,1,189.9,36.59,153.31,Venda
SKU_1328_LIG,20/11/2024,Varejo,2,529.8,122.86,203.47,Venda
SKU_1431_CRE,20/11/2024,Atacado,3,1109.7,388.38,240.44,Venda
SKU_1339_EME,20/11/2024,Varejo,2,619.8,142.2,238.8,Venda
SKU_1302_DUS,20/11/2024,Atacado,2,839.8,293.92,272.94,Venda
SKU_1564_NAV,20/11/2024,Atacado,4,2359.6,1061.84,324.44,Venda
SKU_1520_ROY,20/11/2024,Atacado,8,1799.2,539.76,157.43,Venda
SKU_1628_POW,20/11/2024,Atacado,3,1649.7,494.91,384.93,Venda
SKU_1555_RAS,20/11/2024,Varejo,2,379.8,63.26,158.27,Venda
SKU_1554_SKY,20/11/2024,Varejo,1,1034.9,310.26,724.64,Venda
SKU_1432_WHI,20/11/2024,Varejo,1,719.9,112.36,607.54,Venda
SKU_1549_PAS,20/11/2024,Atacado,3,554.7,194.16,120.18,Venda
SKU_1419_WHI,20/11/2024,E-commerce,1,249.9,50.28,199.62,Venda
SKU_1389_SHO,20/11/2024,Varejo,1,139.9,30.26,109.64,Venda
SKU_1516_CRE,20/11/2024,Atacado,2,699.8,279.92,209.94,Venda
SKU_1573_SAG,20/11/2024,Atacado,3,3074.7,1076.16,666.18,Venda
SKU_1308_PAS,20/11/2024,Varejo,1,419.9,99.88,320.02,Venda
SKU_1548_CLO,20/11/2024,Varejo,1,474.9,77.31,397.59,Venda
SKU_1570_MEX,20/11/2024,Atacado,8,5719.2,2287.68,428.94,Venda
SKU_1636_LIG,20/11/2024,Atacado,4,1759.6,703.84,263.94,Venda
SKU_1411_BLU,20/11/2024,Varejo,1,224.9,46.61,178.29,Venda
SKU_1400_PAL,20/11/2024,Atacado,4,839.6,251.88,146.93,Venda
SKU_1545_TEA,20/11/2024,Atacado,4,1039.6,363.84,168.94,Venda
SKU_1674_PAS,20/11/2024,Varejo,3,689.7,119.91,189.93,Venda
SKU_1399_CRE,20/11/2024,Varejo,2,539.8,105.44,217.18,Venda
SKU_1481_BLA,20/11/2024,Atacado,3,2429.7,971.88,485.94,Venda
SKU_1583_WHI,20/11/2024,Varejo,1,254.9,69.52,185.38,Venda
SKU_1290_BIR,20/11/2024,Atacado,4,2019.6,706.84,328.19,Venda
SKU_1590_MYS,20/11/2024,Varejo,1,189.9,42.29,147.61,Venda
SKU_1489_TEA,20/11/2024,Atacado,8,2959.2,1035.68,240.44,Venda
SKU_1583_BLU,20/11/2024,Atacado,3,764.7,267.66,165.68,Venda
SKU_1613_BIR,20/11/2024,Varejo,2,379.8,86.26,146.77,Venda
SKU_1370_PRI,20/11/2024,Atacado,4,719.6,287.84,107.94,Venda
SKU_1430_JAD,20/11/2024,Atacado,6,1079.4,377.76,116.94,Venda
SKU_1429_SPA,20/11/2024,Atacado,8,1519.2,531.68,123.44,Venda
SKU_1618_SAP,20/11/2024,Varejo,2,359.8,68.4,145.7,Venda
SKU_1678_LIG,20/11/2024,Atacado,10,7149.0,2502.1,464.69,Venda
SKU_1370_MYS,20/11/2024,E-commerce,1,179.9,51.76,128.14,Venda
SKU_1530_HON,20/11/2024,Varejo,1,129.9,37.02,92.88,Venda
SKU_1358_MAR,20/11/2024,Atacado,6,1199.4,359.82,139.93,Venda
SKU_1398_AQU,20/11/2024,E-commerce,2,1349.8,267.06,541.37,Venda
SKU_1311_BAB,20/11/2024,Atacado,6,5279.4,1583.82,615.93,Venda
SKU_1311_NAV,20/11/2024,Atacado,4,3519.6,1055.88,615.93,Venda
SKU_1554_PIS,20/11/2024,Atacado,4,4139.6,1241.88,724.43,Venda
SKU_1629_CLO,20/11/2024,Varejo,2,509.8,86.32,211.74,Venda
SKU_1397_BUB,20/11/2024,Atacado,6,1409.4,634.2,129.2,Venda
SKU_1606_COB,20/11/2024,Atacado,2,2169.8,759.44,705.18,Venda
SKU_1541_AQU,20/11/2024,Varejo,3,2024.7,469.38,518.44,Venda
SKU_1496_PEA,20/11/2024,Atacado,5,5674.5,2269.8,680.94,Venda
SKU_1603_BUB,20/11/2024,Varejo,2,1489.8,280.28,604.76,Venda
SKU_1301_GAR,20/11/2024,E-commerce,1,544.9,139.61,405.29,Venda
SKU_1331_AQU,20/11/2024,Varejo,1,279.9,77.73,202.17,Venda
SKU_1449_BLA,20/11/2024,Atacado,6,1949.4,682.26,211.19,Venda
SKU_1537_SAP,20/11/2024,Atacado,12,3058.8,917.64,178.43,Venda
SKU_1319_MAR,20/11/2024,Varejo,2,379.8,109.6,135.1,Venda
SKU_1288_BAB,20/11/2024,Atacado,4,959.6,335.84,155.94,Venda
SKU_1404_SAP,20/11/2024,Varejo,2,2039.8,432.84,803.48,Venda
SKU_1587_LIG,21/11/2024,Varejo,1,229.9,54.2,175.7,Venda
SKU_1476_CLO,21/11/2024,Varejo,1,274.9,64.23,210.67,Venda
SKU_1550_IVO,21/11/2024,E-commerce,2,329.8,68.84,130.48,Venda
SKU_1485_CER,21/11/2024,Atacado,5,3324.5,997.35,465.43,Venda
SKU_1328_EGR,21/11/2024,Atacado,4,1059.6,370.84,172.19,Venda
SKU_1403_AQU,21/11/2024,E-commerce,1,384.9,111.08,273.82,Venda
SKU_1632_SAP,21/11/2024,Atacado,12,2218.8,776.64,120.18,Venda
SKU_1516_CRE,21/11/2024,E-commerce,1,349.9,67.51,282.39,Venda
SKU_1383_CLE,21/11/2024,Atacado,8,1439.2,503.68,116.94,Venda
SKU_1556_SAL,21/11/2024,Atacado,4,819.6,327.84,122.94,Venda
SKU_1410_JAD,21/11/2024,E-commerce,1,1139.9,237.45,902.45,Venda
SKU_1669_TEA,21/11/2024,E-commerce,1,199.9,40.9,159.0,Venda
SKU_1299_BRI,21/11/2024,Varejo,2,439.8,106.64,166.58,Venda
SKU_1502_PEA,21/11/2024,Varejo,1,209.9,48.23,161.67,Venda
SKU_1315_WHI,21/11/2024,Atacado,6,2069.4,724.26,224.19,Venda
SKU_1496_PEA,21/11/2024,Varejo,2,2269.8,376.86,946.47,Venda
SKU_1673_FUC,21/11/2024,Varejo,1,409.9,89.15,320.75,Venda
SKU_1661_CER,21/11/2024,Atacado,4,3959.6,1187.88,692.93,Venda
SKU_1582_PAS,21/11/2024,Atacado,8,1839.2,551.76,160.93,Venda
SKU_1366_PAL,21/11/2024,Atacado,6,2639.4,1055.76,263.94,Venda
SKU_1473_BAB,21/11/2024,E-commerce,1,179.9,30.03,149.87,Venda
SKU_1621_PAS,21/11/2024,Atacado,5,1174.5,469.8,140.94,Venda
SKU_1493_CLO,21/11/2024,Varejo,1,329.9,55.49,274.41,Venda
SKU_1655_TEA,21/11/2024,Varejo,1,644.9,106.61,538.29,Venda
SKU_1639_FRE,21/11/2024,Varejo,1,189.9,44.47,145.43,Venda
SKU_1382_ARM,21/11/2024,E-commerce,1,189.9,48.64,141.26,Venda
SKU_1434_ARM,21/11/2024,Atacado,10,2099.0,734.6,136.44,Venda
SKU_1334_TEA,21/11/2024,Atacado,4,1839.6,643.84,298.94,Venda
SKU_1352_HUN,21/11/2024,Atacado,4,1119.6,391.84,181.94,Venda
SKU_1323_FRE,21/11/2024,E-commerce,1,289.9,57.53,232.37,Venda
SKU_1475_VAN,21/11/2024,Varejo,1,249.9,39.28,210.62,Venda
SKU_1587_DEE,21/11/2024,Varejo,2,459.8,101.56,179.12,Venda
SKU_1494_EGR,21/11/2024,Varejo,1,1084.9,284.24,800.66,Venda
SKU_1387_BRI,21/11/2024,Varejo,2,319.8,84.88,117.46,Venda
SKU_1481_BLA,21/11/2024,Atacado,5,4049.5,1417.3,526.44,Venda
SKU_1331_ARM,21/11/2024,Atacado,12,3358.8,1343.52,167.94,Venda
SKU_1372_DEN,21/11/2024,Atacado,6,2039.4,713.76,220.94,Venda
SKU_1361_BLU,21/11/2024,Atacado,6,1139.4,455.76,113.94,Venda
SKU_1372_SEA,21/11/2024,Atacado,10,3399.0,1189.6,220.94,Venda
SKU_1615_SHO,21/11/2024,Varejo,1,464.9,81.52,383.38,Venda
SKU_1464_BIR,21/11/2024,Atacado,4,919.6,321.84,149.44,Venda
SKU_1578_PAS,21/11/2024,E-commerce,2,249.8,49.12,100.34,Venda
SKU_1669_COR,21/11/2024,E-commerce,1,199.9,53.28,146.62,Venda
SKU_1634_SAP,21/11/2024,Atacado,6,5879.4,1763.82,685.93,Venda
SKU_1498_LIG,21/11/2024,Atacado,4,1359.6,543.84,203.94,Venda
SKU_1456_DEN,21/11/2024,Varejo,3,944.7,260.22,228.16,Venda
SKU_1471_ROS,21/11/2024,Varejo,1,204.9,44.45,160.45,Venda
SKU_1640_TEA,21/11/2024,Atacado,12,2638.8,923.52,142.94,Venda
SKU_1443_PRI,21/11/2024,Varejo,1,269.9,44.23,225.67,Venda
SKU_1660_MAG,21/11/2024,Atacado,2,629.8,220.42,204.69,Venda
SKU_1319_MAR,21/11/2024,Atacado,3,569.7,227.88,113.94,Venda
SKU_1642_OFF,21/11/2024,E-commerce,1,224.9,58.87,166.03,Venda
SKU_1350_BAB,21/11/2024,Varejo,1,284.9,81.71,203.19,Venda
SKU_1676_PIN,21/11/2024,Atacado,5,849.5,339.8,101.94,Venda
SKU_1501_OLI,21/11/2024,Atacado,2,339.8,101.94,118.93,Venda
SKU_1325_LIG,21/11/2024,Atacado,3,899.7,269.91,209.93,Venda
SKU_1622_VAN,21/11/2024,Atacado,6,1619.4,566.76,175.44,Venda
SKU_1604_CLE,21/11/2024,Atacado,12,7258.8,2540.52,393.19,Venda
SKU_1468_BAB,21/11/2024,Varejo,1,529.9,147.18,382.72,Venda
SKU_1594_BAL,21/11/2024,Varejo,1,499.9,140.49,359.41,Venda
SKU_1620_BLU,21/11/2024,Atacado,2,529.8,158.94,185.43,Venda
SKU_1330_PRI,21/11/2024,E-commerce,1,309.9,68.94,240.96,Venda
SKU_1303_SAP,21/11/2024,Varejo,4,659.6,139.92,129.92,Venda
SKU_1433_SAP,21/11/2024,Varejo,1,314.9,62.91,251.99,Venda
SKU_1337_DUS,21/11/2024,Varejo,3,554.7,109.02,148.56,Venda
SKU_1287_CER,21/11/2024,Atacado,5,1899.5,664.8,246.94,Venda
SKU_1551_ROS,21/11/2024,Atacado,5,1099.5,384.8,142.94,Venda
SKU_1679_SHO,21/11/2024,Atacado,6,5519.4,1655.82,643.93,Venda
SKU_1655_TEA,21/11/2024,Atacado,2,1289.8,580.4,354.7,Venda
SKU_1565_LIG,21/11/2024,Varejo,1,359.9,56.77,303.13,Venda
SKU_1378_MOS,21/11/2024,E-commerce,1,204.9,37.79,167.11,Venda
SKU_1380_TUR,21/11/2024,Varejo,1,229.9,49.4,180.5,Venda
SKU_1562_BLU,21/11/2024,Atacado,6,1859.4,557.82,216.93,Venda
SKU_1301_AQU,21/11/2024,Atacado,4,2179.6,762.84,354.19,Venda
SKU_1321_FLA,21/11/2024,Atacado,10,1499.0,449.7,104.93,Venda
SKU_1467_FUC,21/11/2024,Atacado,3,614.7,184.41,143.43,Venda
SKU_1408_FUC,21/11/2024,Atacado,3,2759.7,965.88,597.94,Venda
SKU_1397_BUB,21/11/2024,Varejo,1,234.9,51.6,183.3,Venda
SKU_1400_PAL,21/11/2024,Varejo,1,209.9,53.13,156.77,Venda
SKU_1484_MOS,21/11/2024,Atacado,2,919.8,275.94,321.93,Venda
SKU_1498_OLI,21/11/2024,Varejo,1,339.9,68.51,271.39,Venda
SKU_1503_CER,21/11/2024,E-commerce,1,229.9,64.77,165.13,Venda
SKU_1371_HOT,21/11/2024,Atacado,3,824.7,288.63,178.69,Venda
SKU_1630_SNO,21/11/2024,Atacado,4,1339.6,535.84,200.94,Venda
SKU_1293_OFF,21/11/2024,Varejo,1,304.9,89.02,215.88,Venda
SKU_1553_HOT,21/11/2024,Atacado,3,764.7,305.88,152.94,Venda
SKU_1392_LIM,21/11/2024,Varejo,1,294.9,54.2,240.7,Venda
SKU_1487_BRI,21/11/2024,E-commerce,1,334.9,68.45,266.45,Venda
SKU_1568_PIN,21/11/2024,Varejo,2,469.8,109.12,180.34,Venda
SKU_1438_MOS,21/11/2024,Atacado,4,819.6,286.88,133.18,Venda
SKU_1411_RAS,21/11/2024,Atacado,6,1349.4,404.82,157.43,Venda
SKU_1661_WHI,21/11/2024,Varejo,1,989.9,152.76,837.14,Venda
SKU_1414_CLO,21/11/2024,Varejo,4,1359.6,371.2,247.1,Venda
SKU_1549_BAL,21/11/2024,Atacado,10,1849.0,647.2,120.18,Venda
SKU_1566_PEA,21/11/2024,Atacado,3,3104.7,1086.66,672.68,Venda
SKU_1278_BAB,21/11/2024,E-commerce,1,1029.9,294.66,735.24,Venda
SKU_1547_FUC,21/11/2024,Atacado,6,1979.4,791.76,197.94,Venda
SKU_1499_HOT,21/11/2024,Atacado,10,2599.0,779.7,181.93,Venda
SKU_1620_SAG,21/11/2024,Atacado,5,1324.5,463.55,172.19,Venda
SKU_1577_FLA,21/11/2024,E-commerce,1,159.9,38.16,121.74,Venda
SKU_1518_CLE,21/11/2024,Atacado,5,1174.5,469.8,140.94,Venda
SKU_1463_LIG,21/11/2024,Atacado,3,779.7,272.88,168.94,Venda
SKU_1522_MOS,21/11/2024,Varejo,2,299.8,78.46,110.67,Venda
SKU_1536_FRE,21/11/2024,E-commerce,1,344.9,64.14,280.76,Venda
SKU_1389_SHO,21/11/2024,Varejo,1,139.9,36.52,103.38,Venda
SKU_1417_SNO,21/11/2024,Varejo,1,279.9,52.3,227.6,Venda
SKU_1417_SNO,21/11/2024,Varejo,1,279.9,69.39,210.51,Venda
SKU_1664_PIN,21/11/2024,Varejo,1,329.9,57.47,272.43,Venda
SKU_1373_SKY,21/11/2024,Varejo,4,759.6,216.88,135.68,Venda
SKU_1537_SAP,21/11/2024,Varejo,3,764.7,227.16,179.18,Venda
SKU_1511_SKY,21/11/2024,E-commerce,1,934.9,179.35,755.55,Venda
SKU_1629_ARM,21/11/2024,Varejo,1,254.9,53.17,201.73,Venda
SKU_1633_SER,21/11/2024,E-commerce,3,704.7,109.77,198.31,Venda
SKU_1384_SKY,21/11/2024,Varejo,3,1559.7,242.04,439.22,Venda
SKU_1560_PAL,21/11/2024,E-commerce,1,224.9,37.69,187.21,Venda
SKU_1644_PEA,21/11/2024,E-commerce,1,319.9,67.25,252.65,Venda
SKU_1639_FRE,21/11/2024,Varejo,2,379.8,70.06,154.87,Venda
SKU_1675_CRE,21/11/2024,Atacado,6,4589.4,1376.82,535.43,Venda
SKU_1666_FUC,21/11/2024,Atacado,12,9598.8,3359.52,519.94,Venda
SKU_1581_COB,21/11/2024,E-commerce,1,854.9,185.85,669.05,Venda
SKU_1288_SAG,21/11/2024,Atacado,4,959.6,335.84,155.94,Venda
SKU_1531_SNO,21/11/2024,Atacado,5,2749.5,824.85,384.93,Venda
SKU_1431_CRE,21/11/2024,E-commerce,1,369.9,87.69,282.21,Venda
SKU_1652_MOS,21/11/2024,Atacado,6,1319.4,395.82,153.93,Venda
SKU_1657_SPA,21/11/2024,Varejo,1,214.9,40.42,174.48,Venda
SKU_1447_BLU,21/11/2024,Atacado,3,719.7,251.88,155.94,Venda
SKU_1516_EME,21/11/2024,Atacado,6,2099.4,734.76,227.44,Venda
SKU_1326_BAB,21/11/2024,E-commerce,2,1009.8,205.36,402.22,Venda
SKU_1408_FUC,21/11/2024,Varejo,2,1839.8,539.66,650.07,Venda
SKU_1653_ROS,21/11/2024,Varejo,3,1079.7,282.69,265.67,Venda
SKU_1281_CER,21/11/2024,Varejo,2,1059.8,207.96,425.92,Venda
SKU_1673_FUC,21/11/2024,E-commerce,1,409.9,74.69,335.21,Venda
SKU_1302_EME,21/11/2024,Varejo,2,839.8,221.6,309.1,Venda
SKU_1669_COR,21/11/2024,Varejo,1,199.9,49.14,150.76,Venda
SKU_1505_BLU,21/11/2024,Atacado,6,1409.4,422.82,164.43,Venda
SKU_1622_CLO,21/11/2024,E-commerce,1,269.9,75.38,194.52,Venda
SKU_1561_LIM,21/11/2024,Atacado,2,699.8,279.92,209.94,Venda
SKU_1649_GAR,21/11/2024,Varejo,1,234.9,36.38,198.52,Venda
SKU_1310_EGR,21/11/2024,Atacado,5,1199.5,419.8,155.94,Venda
SKU_1353_MAR,21/11/2024,Atacado,8,1519.2,455.76,132.93,Venda
SKU_1567_PRI,21/11/2024,Atacado,8,5519.2,1931.68,448.44,Venda
SKU_1608_WHI,21/11/2024,Atacado,12,3658.8,1097.64,213.43,Venda
SKU_1299_BRI,21/11/2024,Atacado,4,879.6,263.88,153.93,Venda
SKU_1654_CRE,21/11/2024,Atacado,3,929.7,371.88,185.94,Venda
SKU_1517_FOR,21/11/2024,Atacado,5,5999.5,2099.8,779.94,Venda
SKU_1524_DEN,21/11/2024,Varejo,2,739.8,159.46,290.17,Venda
SKU_1503_CER,21/11/2024,Varejo,3,689.7,110.55,193.05,Venda
SKU_1654_NAV,21/11/2024,Varejo,2,619.8,96.38,261.71,Venda
SKU_1591_HON,21/11/2024,Atacado,2,1779.8,622.92,578.44,Venda
SKU_1432_WHI,21/11/2024,Atacado,6,4319.4,1511.76,467.94,Venda
SKU_1545_TEA,21/11/2024,E-commerce,1,259.9,72.17,187.73,Venda
SKU_1596_BIR,21/11/2024,Atacado,8,2199.2,879.68,164.94,Venda
SKU_1390_PAS,21/11/2024,Atacado,2,459.8,160.92,149.44,Venda
SKU_1286_MAR,21/11/2024,Atacado,2,489.8,171.44,159.18,Venda
SKU_1582_WHI,21/11/2024,Atacado,4,919.6,321.84,149.44,Venda
SKU_1662_LIG,21/11/2024,Varejo,2,399.8,70.86,164.47,Venda
SKU_1662_LIG,21/11/2024,Atacado,8,1599.2,479.76,139.93,Venda
SKU_1301_GAR,21/11/2024,E-commerce,1,544.9,94.49,450.41,Venda
SKU_1621_FUC,21/11/2024,Atacado,10,2349.0,704.7,164.43,Venda
SKU_1453_PRI,21/11/2024,E-commerce,1,234.9,67.66,167.24,Venda
SKU_1381_PAS,21/11/2024,Varejo,1,274.9,52.47,222.43,Venda
SKU_1510_ROS,21/11/2024,Varejo,1,834.9,130.17,704.73,Venda
SKU_1498_LIG,21/11/2024,Atacado,2,679.8,203.94,237.93,Venda
SKU_1553_HOT,21/11/2024,Atacado,5,1274.5,509.8,152.94,Venda
SKU_1559_BLU,21/11/2024,Varejo,1,1199.9,359.06,840.84,Venda
SKU_1382_ARM,21/11/2024,Varejo,4,759.6,222.32,134.32,Venda
SKU_1557_TUR,21/11/2024,Atacado,6,1199.4,419.76,129.94,Venda
SKU_1570_HON,21/11/2024,Varejo,1,714.9,143.88,571.02,Venda
SKU_1458_PEA,21/11/2024,Varejo,2,699.8,192.94,253.43,Venda
SKU_1437_ROY,21/11/2024,Atacado,5,824.5,329.8,98.94,Venda
SKU_1640_TEA,21/11/2024,Atacado,5,1099.5,384.8,142.94,Venda
SKU_1418_MOS,21/11/2024,Varejo,3,2534.7,528.63,668.69,Venda
SKU_1286_HOT,21/11/2024,Varejo,1,244.9,68.94,175.96,Venda
SKU_1460_FUC,21/11/2024,Varejo,1,174.9,52.25,122.65,Venda
SKU_1325_LIG,21/11/2024,Varejo,2,599.8,146.74,226.53,Venda
SKU_1662_PIS,21/11/2024,Varejo,3,599.7,91.44,169.42,Venda
SKU_1300_TEA,21/11/2024,Varejo,3,3449.7,772.02,892.56,Venda
SKU_1290_PIN,21/11/2024,E-commerce,1,504.9,144.51,360.39,Venda
SKU_1650_OLI,21/11/2024,Atacado,5,5024.5,2009.8,602.94,Venda
SKU_1402_VAN,21/11/2024,Atacado,4,939.6,328.88,152.68,Venda
SKU_1321_SER,21/11/2024,Atacado,5,749.5,224.85,104.93,Venda
SKU_1502_PEA,21/11/2024,Varejo,1,209.9,55.58,154.32,Venda
SKU_1611_BRI,21/11/2024,Varejo,1,219.9,60.98,158.92,Venda
SKU_1385_PRI,21/11/2024,Varejo,1,289.9,86.72,203.18,Venda
SKU_1465_CLE,21/11/2024,E-commerce,2,629.8,124.02,252.89,Venda
SKU_1346_HON,21/11/2024,Varejo,2,529.8,150.54,189.63,Venda
SKU_1545_HOT,21/11/2024,Atacado,8,2079.2,623.76,181.93,Venda
SKU_1440_PIS,21/11/2024,Atacado,2,2399.8,719.94,839.93,Venda
SKU_1473_BAB,21/11/2024,Atacado,2,359.8,107.94,125.93,Venda
SKU_1639_WHI,21/11/2024,Atacado,8,1519.2,455.76,132.93,Venda
SKU_1304_GAR,21/11/2024,E-commerce,1,494.9,106.8,388.1,Venda
SKU_1364_OFF,21/11/2024,Atacado,8,3679.2,1103.76,321.93,Venda
SKU_1440_PIS,21/11/2024,Atacado,10,11999.0,3599.7,839.93,Venda
SKU_1430_PEA,21/11/2024,E-commerce,1,179.9,32.24,147.66,Venda
SKU_1651_PAS,21/11/2024,Atacado,2,529.8,158.94,185.43,Venda
SKU_1580_MOS,21/11/2024,Atacado,6,1139.4,341.82,132.93,Venda
SKU_1418_MOS,21/11/2024,Varejo,1,844.9,225.9,619.0,Venda
SKU_1525_MYS,21/11/2024,Atacado,4,1159.6,405.84,188.44,Venda
