Código (SKU),Data da Posição de Estoque,Quantidade em Estoque,Valor ao Custo (R$),Valor a Preço de Venda (R$),Localização / CD
SKU_1030_CRE,2023-09-01,447,92380.69,290505.3,principal
SKU_1030_DEN,2023-09-01,180,37200.28,116982.0,principal
SKU_1031_COR,2023-09-01,211,33167.49,100203.9,principal
SKU_1031_HON,2023-09-01,198,31124.0,94030.2,principal
SKU_1032_EME,2023-09-01,302,33122.82,104159.8,principal
SKU_1032_HON,2023-09-01,200,21935.64,68980.0,principal
SKU_1033_NAV,2023-09-01,326,67373.83,211867.4,principal
SKU_1033_LIM,2023-09-01,456,94240.7,296354.4,principal
SKU_1034_PAS,2023-09-01,471,33320.93,101217.9,principal
SKU_1034_PIS,2023-09-01,225,15917.64,48352.5,principal
SKU_1035_SAP,2023-09-01,492,102463.03,322210.8,principal
SKU_1035_FUC,2023-09-01,322,67059.14,210877.8,principal
SKU_1036_BIR,2023-09-01,282,69616.52,211471.8,principal
SKU_1036_MID,2023-09-01,201,49620.28,150729.9,principal
SKU_1037_PRI,2023-09-01,201,13416.39,42189.9,principal
SKU_1037_SPA,2023-09-01,311,20758.69,65278.9,principal
SKU_1038_LIG,2023-09-01,185,14995.77,47156.5,principal
SKU_1038_FLA,2023-09-01,225,18238.1,57352.5,principal
SKU_1039_ARM,2023-09-01,265,13587.05,41048.5,principal
SKU_1039_MIN,2023-09-01,219,11228.55,33923.1,principal
SKU_1040_BLA,2023-09-01,186,20011.88,65081.4,principal
SKU_1040_BAB,2023-09-01,284,30555.77,99371.6,principal
SKU_1041_EME,2023-09-01,310,20285.05,68169.0,principal
SKU_1041_SNO,2023-09-01,259,16947.83,56954.1,principal
SKU_1042_SEA,2023-09-01,461,42723.21,145168.9,principal
SKU_1042_EME,2023-09-01,319,29563.35,100453.1,principal
SKU_1043_SPA,2023-09-01,437,113552.4,382331.3,principal
SKU_1043_CER,2023-09-01,281,73016.53,245846.9,principal
SKU_1044_SER,2023-09-01,512,167478.25,440268.8,principal
SKU_1044_COR,2023-09-01,231,75561.48,198636.9,principal
SKU_1045_FOR,2023-09-01,190,18411.53,48431.0,principal
SKU_1045_BUB,2023-09-01,294,28489.42,74940.6,principal
SKU_1046_SNO,2023-09-01,271,14343.19,43332.9,principal
SKU_1046_PAS,2023-09-01,274,14501.97,43812.6,principal
SKU_1047_ROY,2023-09-01,310,21537.84,65069.0,principal
SKU_1047_DEE,2023-09-01,186,12922.7,39041.4,principal
SKU_1048_MAR,2023-09-01,303,23929.45,72689.7,principal
SKU_1049_BAL,2023-09-01,302,75050.95,227979.8,principal
SKU_1049_LIG,2023-09-01,227,56412.47,171362.3,principal
SKU_1050_BUB,2023-09-01,182,16183.63,55491.8,principal
SKU_1050_PRI,2023-09-01,228,20274.0,69517.2,principal
SKU_1051_CLE,2023-09-01,289,65907.05,216721.1,principal
SKU_1051_LIG,2023-09-01,493,112429.68,369700.7,principal
SKU_1052_PAS,2023-09-01,290,26881.25,94221.0,principal
SKU_1052_FRE,2023-09-01,478,44307.72,155302.2,principal
SKU_1053_NAV,2023-09-01,274,28662.4,87652.6,principal
SKU_1054_DEE,2023-09-01,212,26815.11,75238.8,principal
SKU_1054_PAS,2023-09-01,462,58436.7,163963.8,principal
SKU_1055_LIG,2023-09-01,327,122838.17,371112.3,principal
SKU_1055_PAL,2023-09-01,194,72876.47,220170.6,principal
SKU_1056_CRE,2023-09-01,215,16716.66,50503.5,principal
SKU_1056_OLI,2023-09-01,311,24180.84,73053.9,principal
SKU_1057_ROY,2023-09-01,454,27634.56,83944.6,principal
SKU_1058_MID,2023-09-01,299,18531.48,58275.1,principal
SKU_1058_SHO,2023-09-01,314,19461.15,61198.6,principal
SKU_1059_PEA,2023-09-01,470,44823.05,140953.0,principal
SKU_1059_OFF,2023-09-01,303,28896.56,90869.7,principal
SKU_1060_CRE,2023-09-01,206,70279.18,228639.4,principal
SKU_1060_LIM,2023-09-01,188,64138.28,208661.2,principal
SKU_1061_PAS,2023-09-01,223,25790.68,91407.7,principal
SKU_1061_EGR,2023-09-01,189,21858.47,77471.1,principal
SKU_1062_OLI,2023-09-01,228,13003.18,45577.2,principal
SKU_1062_MID,2023-09-01,271,15455.53,54172.9,principal
SKU_1063_SNO,2023-09-01,457,26786.28,84499.3,principal
SKU_1063_SAP,2023-09-01,275,16118.66,50847.5,principal
SKU_1064_PRI,2023-09-01,464,31403.69,88113.6,principal
SKU_1064_BIR,2023-09-01,219,14822.0,41588.1,principal
SKU_1065_CLE,2023-09-01,295,62628.82,190245.5,principal
SKU_1065_COB,2023-09-01,302,64114.93,194759.8,principal
SKU_1066_IVO,2023-09-01,517,30785.75,93008.3,principal
SKU_1066_WHI,2023-09-01,286,17030.41,51451.4,principal
SKU_1067_EME,2023-09-01,444,37401.76,117615.6,principal
SKU_1067_WHI,2023-09-01,268,22575.84,70993.2,principal
SKU_1068_COR,2023-09-01,292,76828.67,232110.8,principal
SKU_1069_OLI,2023-09-01,471,82611.94,249582.9,principal
SKU_1069_CRE,2023-09-01,213,37359.54,112868.7,principal
SKU_1070_LIG,2023-09-01,291,33221.11,100365.9,principal
SKU_1070_MID,2023-09-01,318,36303.48,109678.2,principal
SKU_1071_BAB,2023-09-01,329,29232.01,88797.1,principal
SKU_1071_SKY,2023-09-01,504,44780.94,136029.6,principal
SKU_1072_PAS,2023-09-01,230,35012.19,105777.0,principal
SKU_1072_CER,2023-09-01,216,32881.01,99338.4,principal
SKU_1073_FRE,2023-09-01,464,49131.52,148433.6,principal
SKU_1073_BLU,2023-09-01,185,19589.08,59181.5,principal
SKU_1074_JAD,2023-09-01,301,20303.38,61674.9,principal
SKU_1074_PRI,2023-09-01,232,15649.11,47536.8,principal
SKU_1075_NAV,2023-09-01,470,43328.45,136253.0,principal
SKU_1075_LIG,2023-09-01,294,27103.33,85230.6,principal
SKU_1076_POW,2023-09-01,292,20657.56,62750.8,principal
SKU_1077_NAV,2023-09-01,286,20908.95,65751.4,principal
SKU_1077_MAR,2023-09-01,205,14987.18,47129.5,principal
SKU_1078_BLU,2023-09-01,444,43755.4,137595.6,principal
SKU_1079_BAB,2023-09-01,205,18551.9,56354.5,principal
SKU_1079_JAD,2023-09-01,482,43619.59,132501.8,principal
SKU_1080_TEA,2023-09-01,480,72488.74,227952.0,principal
SKU_1080_MAR,2023-09-01,172,25975.13,81682.8,principal
SKU_1081_EGR,2023-09-01,284,24954.0,79491.6,principal
SKU_1081_PAS,2023-09-01,477,41912.18,133512.3,principal
SKU_1082_PIN,2023-09-01,314,20266.24,65908.6,principal
SKU_1082_LIG,2023-09-01,502,32400.16,105369.8,principal
SKU_1083_OFF,2023-09-01,422,57117.1,194077.8,principal
SKU_1083_BAB,2023-09-01,220,29776.69,101178.0,principal
SKU_1084_DUS,2023-09-01,280,90635.24,277172.0,principal
SKU_1084_PAS,2023-09-01,201,65063.16,198969.9,principal
SKU_1085_COB,2023-09-01,200,32663.47,99980.0,principal
SKU_1085_CRE,2023-09-01,281,45892.17,140471.9,principal
SKU_1086_PRI,2023-09-01,224,19768.17,50377.6,principal
SKU_1086_CRE,2023-09-01,468,41301.36,105253.2,principal
SKU_1087_BIR,2023-09-01,298,43135.17,111720.2,principal
SKU_1087_SNO,2023-09-01,287,41542.93,107596.3,principal
SKU_1088_CER,2023-09-01,219,51540.57,156563.1,principal
SKU_1088_HON,2023-09-01,198,46598.33,141550.2,principal
SKU_1089_GAR,2023-09-01,339,33044.36,113531.1,principal
SKU_1089_EGR,2023-09-01,209,20372.48,69994.1,principal
SKU_1090_PAL,2023-09-01,491,21269.27,66235.9,principal
SKU_1090_WHI,2023-09-01,202,8750.29,27249.8,principal
SKU_1091_OFF,2023-09-01,186,15656.14,58571.4,principal
SKU_1091_MOS,2023-09-01,314,26430.25,98878.6,principal
SKU_1092_TUR,2023-09-01,475,51241.72,156702.5,principal
SKU_1092_MIN,2023-09-01,333,35923.14,109856.7,principal
SKU_1093_GAR,2023-09-01,495,205509.33,576625.5,principal
SKU_1093_TEA,2023-09-01,291,120814.57,338985.9,principal
SKU_1094_FOR,2023-09-01,199,17770.62,46745.1,principal
SKU_1094_DEE,2023-09-01,337,30093.96,79161.3,principal
SKU_1095_COB,2023-09-01,327,43586.84,132402.3,principal
SKU_1095_MAG,2023-09-01,194,25858.86,78550.6,principal
SKU_1096_HOT,2023-09-01,219,20179.33,61298.1,principal
SKU_1096_CLE,2023-09-01,275,25339.35,76972.5,principal
SKU_1097_AQU,2023-09-01,211,15008.83,45343.9,principal
SKU_1097_PAL,2023-09-01,458,32578.41,98424.2,principal
SKU_1098_HON,2023-09-01,444,50687.88,153135.6,principal
SKU_1098_HUN,2023-09-01,497,56738.46,171415.3,principal
SKU_1099_SAL,2023-09-01,205,15338.17,51229.5,principal
SKU_1099_PRI,2023-09-01,446,33369.88,111455.4,principal
SKU_1100_PEA,2023-09-01,288,14548.78,53251.2,principal
SKU_1101_CLE,2023-09-01,223,24731.32,92522.7,principal
SKU_1101_DEE,2023-09-01,468,51902.5,194173.2,principal
SKU_1102_FLA,2023-09-01,532,153248.08,515986.8,principal
SKU_1102_OFF,2023-09-01,215,61932.96,208528.5,principal
SKU_1103_EGR,2023-09-01,490,24212.84,63651.0,principal
SKU_1103_LIG,2023-09-01,440,21742.14,57156.0,principal
SKU_1104_POW,2023-09-01,189,11254.36,34001.1,principal
SKU_1104_MEX,2023-09-01,208,12385.76,37419.2,principal
SKU_1105_ARM,2023-09-01,293,19763.75,60035.7,principal
SKU_1105_SER,2023-09-01,326,21989.7,66797.4,principal
SKU_1106_MYS,2023-09-01,289,71674.37,225391.1,principal
SKU_1106_SNO,2023-09-01,292,72418.39,227730.8,principal
SKU_1107_BAL,2023-09-01,515,168673.36,512373.5,principal
SKU_1107_PAS,2023-09-01,284,93015.99,282551.6,principal
SKU_1108_PRI,2023-09-01,277,22912.58,69222.3,principal
SKU_1108_SNO,2023-09-01,216,17866.85,53978.4,principal
SKU_1109_SAG,2023-09-01,267,16834.36,61383.3,principal
SKU_1109_CER,2023-09-01,519,32722.97,119318.1,principal
SKU_1110_FLA,2023-09-01,499,31509.67,114720.1,principal
SKU_1110_HUN,2023-09-01,297,18754.25,68280.3,principal
SKU_1111_CRE,2023-09-01,274,15373.12,57512.6,principal
SKU_1111_BLU,2023-09-01,205,11501.79,43029.5,principal
SKU_1112_MIN,2023-09-01,449,36658.74,123430.1,principal
SKU_1112_EGR,2023-09-01,279,22779.04,76697.1,principal
SKU_1113_VAN,2023-09-01,518,37583.37,95778.2,principal
SKU_1114_GAR,2023-09-01,454,60094.57,181554.6,principal
SKU_1114_PRI,2023-09-01,225,29782.55,89977.5,principal
SKU_1115_LIM,2023-09-01,213,15151.09,45773.7,principal
SKU_1115_TEA,2023-09-01,293,20841.65,62965.7,principal
SKU_1116_MOS,2023-09-01,302,23850.47,72449.8,principal
SKU_1116_SNO,2023-09-01,471,37197.26,112992.9,principal
SKU_1117_MOS,2023-09-01,457,33263.61,100494.3,principal
SKU_1117_MIN,2023-09-01,207,15066.89,45519.3,principal
SKU_1118_FUC,2023-09-01,264,25769.54,77853.6,principal
SKU_1118_DUS,2023-09-01,193,18839.1,56915.7,principal
SKU_1119_PAS,2023-09-01,292,13448.08,40850.8,principal
SKU_1119_LIG,2023-09-01,298,13724.41,41690.2,principal
SKU_1120_AQU,2023-09-01,201,15333.93,48219.9,principal
SKU_1120_SAL,2023-09-01,296,22581.31,71010.4,principal
SKU_1121_MYS,2023-09-01,221,18181.02,55227.9,principal
SKU_1121_MIN,2023-09-01,310,25502.79,77469.0,principal
SKU_1122_ROY,2023-09-01,514,72289.94,218398.6,principal
SKU_1122_PIS,2023-09-01,226,31785.07,96027.4,principal
SKU_1123_BAB,2023-09-01,261,37139.49,112203.9,principal
SKU_1123_SER,2023-09-01,197,28032.49,84690.3,principal
SKU_1124_BLU,2023-09-01,289,36143.23,109791.1,principal
SKU_1124_FOR,2023-09-01,307,38394.37,116629.3,principal
SKU_1125_MIN,2023-09-01,310,16318.11,49569.0,principal
SKU_1125_SAP,2023-09-01,188,9896.15,30061.2,principal
SKU_1126_WHI,2023-09-01,383,86826.83,262316.7,principal
SKU_1126_WHI,2023-09-01,383,86826.83,262316.7,principal
SKU_1127_SAL,2023-09-01,485,31916.43,96951.5,principal
SKU_1127_BLU,2023-09-01,465,30600.29,92953.5,principal
SKU_1128_PRI,2023-09-01,324,43720.26,132807.6,principal
SKU_1128_TEA,2023-09-01,218,29416.72,89358.2,principal
SKU_1129_VAN,2023-09-01,299,38093.17,115085.1,principal
SKU_1129_SAG,2023-09-01,443,56439.04,170510.7,principal
SKU_1130_CRE,2023-09-01,282,20876.32,70471.8,principal
SKU_1130_MEX,2023-09-01,296,21912.73,73970.4,principal
SKU_1131_CLO,2023-09-01,314,85117.43,277858.6,principal
SKU_1131_JAD,2023-09-01,271,73461.22,239807.9,principal
SKU_1132_CLE,2023-09-01,246,12662.38,43025.4,principal
SKU_1133_MOS,2023-09-01,440,118905.73,400356.0,principal
SKU_1133_PEA,2023-09-01,217,58642.15,197448.3,principal
SKU_1134_DUS,2023-09-01,190,16767.64,42731.0,principal
SKU_1134_PIN,2023-09-01,227,20032.92,51052.3,principal
SKU_1135_ROS,2023-09-01,201,13746.55,36159.9,principal
SKU_1135_MAR,2023-09-01,460,31459.76,82754.0,principal
SKU_1136_SNO,2023-09-01,458,37678.32,114454.2,principal
SKU_1136_FUC,2023-09-01,419,34469.91,104708.1,principal
SKU_1137_DEE,2023-09-01,282,36309.81,114181.8,principal
SKU_1137_PAL,2023-09-01,304,39142.49,123089.6,principal
SKU_1138_PEA,2023-09-01,510,36474.28,114699.0,principal
SKU_1138_HON,2023-09-01,214,15304.89,48128.6,principal
SKU_1139_PRI,2023-09-01,307,29458.77,88999.3,principal
SKU_1139_EGR,2023-09-01,448,42988.69,129875.2,principal
SKU_1140_SNO,2023-09-01,487,29107.49,97351.3,principal
SKU_1140_ROS,2023-09-01,301,17990.46,60169.9,principal
SKU_1141_SKY,2023-09-01,185,20428.02,67506.5,principal
SKU_1141_CLE,2023-09-01,519,57308.88,189383.1,principal
SKU_1142_MIN,2023-09-01,282,25621.19,95851.8,principal
SKU_1142_PAS,2023-09-01,474,43065.4,161112.6,principal
SKU_1143_IVO,2023-09-01,215,13702.44,41903.5,principal
SKU_1143_SNO,2023-09-01,191,12172.87,37225.9,principal
SKU_1144_SEA,2023-09-01,307,38526.65,101279.3,principal
SKU_1144_BUB,2023-09-01,505,63374.45,166599.5,principal
SKU_1145_MOS,2023-09-01,201,29932.3,90429.9,principal
SKU_1145_LIG,2023-09-01,506,75351.95,227649.4,principal
SKU_1146_FRE,2023-09-01,282,43622.88,132511.8,principal
SKU_1146_CER,2023-09-01,288,44551.03,135331.2,principal
SKU_1147_COR,2023-09-01,232,26869.52,81176.8,principal
SKU_1148_TEA,2023-09-01,438,63050.93,190486.2,principal
SKU_1148_SPA,2023-09-01,506,72839.66,220059.4,principal
SKU_1149_IVO,2023-09-01,198,10067.94,31660.2,principal
SKU_1149_OLI,2023-09-01,491,24966.47,78510.9,principal
SKU_1150_SAG,2023-09-01,467,92950.7,296498.3,principal
SKU_1150_VAN,2023-09-01,228,45380.64,144757.2,principal
SKU_1151_CRE,2023-09-01,209,51683.68,169269.1,principal
SKU_1151_JAD,2023-09-01,308,76165.42,249449.2,principal
SKU_1152_CLO,2023-09-01,492,133471.12,499330.8,principal
SKU_1152_WHI,2023-09-01,292,79214.57,296350.8,principal
SKU_1153_PEA,2023-09-01,317,35296.46,118843.3,principal
SKU_1153_MOS,2023-09-01,195,21712.33,73105.5,principal
SKU_1154_VAN,2023-09-01,195,40929.48,104305.5,principal
SKU_1154_PEA,2023-09-01,204,42818.53,109119.6,principal
SKU_1155_ARM,2023-09-01,220,64808.92,170478.0,principal
SKU_1155_BAB,2023-09-01,284,83662.42,220071.6,principal
SKU_1156_FLA,2023-09-01,499,45208.5,142165.1,principal
SKU_1156_EGR,2023-09-01,457,41403.38,130199.3,principal
SKU_1157_DEE,2023-09-01,207,12940.62,39309.3,principal
SKU_1157_PAS,2023-09-01,204,12753.08,38739.6,principal
SKU_1158_AQU,2023-09-01,312,68449.12,215248.8,principal
SKU_1158_MYS,2023-09-01,286,62745.03,197311.4,principal
SKU_1159_PAS,2023-09-01,466,27748.86,83833.4,principal
SKU_1159_PRI,2023-09-01,194,11552.1,34900.6,principal
SKU_1160_DUS,2023-09-01,228,15463.39,46717.2,principal
SKU_1160_LIM,2023-09-01,423,28688.66,86672.7,principal
SKU_1161_MEX,2023-09-01,280,39379.73,118972.0,principal
SKU_1161_DUS,2023-09-01,196,27565.81,83280.4,principal
SKU_1162_HOT,2023-09-01,227,54854.14,172497.3,principal
SKU_1162_BUB,2023-09-01,234,56545.68,177816.6,principal
SKU_1163_HUN,2023-09-01,294,24186.52,73470.6,principal
SKU_1163_SPA,2023-09-01,212,17440.62,52978.8,principal
SKU_1164_BRI,2023-09-01,486,30894.15,97151.4,principal
SKU_1164_MIN,2023-09-01,290,18434.78,57971.0,principal
SKU_1165_HUN,2023-09-01,212,22914.7,72058.8,principal
SKU_1165_MAR,2023-09-01,305,32966.9,103669.5,principal
SKU_1166_PIS,2023-09-01,197,37894.57,119165.3,principal
SKU_1166_FRE,2023-09-01,488,93870.8,295191.2,principal
SKU_1167_WHI,2023-09-01,450,106595.19,335205.0,principal
SKU_1167_JAD,2023-09-01,202,47849.4,150469.8,principal
SKU_1168_GAR,2023-09-01,314,78979.45,238608.6,principal
SKU_1168_BLU,2023-09-01,211,53072.18,160338.9,principal
SKU_1169_BUB,2023-09-01,469,29813.49,93753.1,principal
SKU_1169_MEX,2023-09-01,493,31339.12,98550.7,principal
SKU_1170_GAR,2023-09-01,463,136400.3,414338.7,principal
SKU_1170_OFF,2023-09-01,454,133748.89,406284.6,principal
SKU_1171_MIN,2023-09-01,279,15793.83,51587.1,principal
SKU_1171_EME,2023-09-01,213,12057.66,39383.7,principal
SKU_1172_ARM,2023-09-01,396,43733.24,142520.4,principal
SKU_1172_PIN,2023-09-01,201,22197.93,72339.9,principal
SKU_1173_GAR,2023-09-01,421,36538.2,124152.9,principal
SKU_1173_AQU,2023-09-01,443,38447.56,130640.7,principal
SKU_1174_PEA,2023-09-01,300,19961.49,62970.0,principal
SKU_1174_BLU,2023-09-01,190,12642.28,39881.0,principal
SKU_1175_FUC,2023-09-01,272,23983.96,73412.8,principal
SKU_1175_CLE,2023-09-01,290,25571.14,78271.0,principal
SKU_1176_GAR,2023-09-01,320,39549.43,103968.0,principal
SKU_1176_NAV,2023-09-01,507,62661.12,164724.3,principal
SKU_1177_MIN,2023-09-01,214,16900.67,51338.6,principal
SKU_1177_PEA,2023-09-01,217,17137.59,52058.3,principal
SKU_1178_RAS,2023-09-01,318,32349.57,101728.2,principal
SKU_1178_MID,2023-09-01,496,50457.19,158670.4,principal
SKU_1179_TUR,2023-09-01,307,33183.08,104349.3,principal
SKU_1179_VAN,2023-09-01,493,53287.48,167570.7,principal
SKU_1180_ROY,2023-09-01,229,34958.89,121347.1,principal
SKU_1180_AQU,2023-09-01,289,44118.42,153141.1,principal
SKU_1181_AQU,2023-09-01,524,47037.52,151907.6,principal
SKU_1181_SER,2023-09-01,213,19120.21,61748.7,principal
SKU_1182_BIR,2023-09-01,455,115342.25,382154.5,principal
SKU_1182_PIN,2023-09-01,468,118637.75,393073.2,principal
SKU_1183_POW,2023-09-01,454,98412.51,295054.6,principal
SKU_1183_MOS,2023-09-01,219,47472.11,142328.1,principal
SKU_1184_HOT,2023-09-01,225,26805.08,76477.5,principal
SKU_1184_BAB,2023-09-01,287,34191.37,97551.3,principal
SKU_1185_BAL,2023-09-01,459,171999.91,454364.1,principal
SKU_1185_MAG,2023-09-01,457,171250.45,452384.3,principal
SKU_1186_FLA,2023-09-01,279,43618.05,132497.1,principal
SKU_1186_MEX,2023-09-01,468,73165.75,222253.2,principal
SKU_1187_JAD,2023-09-01,457,46877.64,141624.3,principal
SKU_1187_OLI,2023-09-01,472,48416.3,146272.8,principal
SKU_1188_TEA,2023-09-01,444,35256.66,106515.6,principal
SKU_1188_BAB,2023-09-01,428,33986.15,102677.2,principal
SKU_1189_FUC,2023-09-01,472,36698.9,110872.8,principal
SKU_1189_ROY,2023-09-01,498,38720.45,116980.2,principal
SKU_1190_TEA,2023-09-01,201,33891.31,116559.9,principal
SKU_1190_MAG,2023-09-01,478,80597.24,277192.2,principal
SKU_1191_MIN,2023-09-01,285,16404.1,52696.5,principal
SKU_1191_MYS,2023-09-01,425,24462.26,78582.5,principal
SKU_1192_MAR,2023-09-01,444,28590.66,104295.6,principal
SKU_1192_RAS,2023-09-01,196,12621.1,46040.4,principal
SKU_1193_CLE,2023-09-01,195,27418.99,86755.5,principal
SKU_1193_ROS,2023-09-01,452,63555.81,201094.8,principal
SKU_1194_FLA,2023-09-01,303,23367.54,66629.7,principal
SKU_1194_SAG,2023-09-01,472,36400.91,103792.8,principal
SKU_1195_HUN,2023-09-01,208,33324.77,97739.2,principal
SKU_1195_SAL,2023-09-01,285,45661.34,133921.5,principal
SKU_1196_RAS,2023-09-01,297,35121.83,90555.3,principal
SKU_1197_ROS,2023-09-01,302,79027.69,240059.8,principal
SKU_1197_COR,2023-09-01,272,71177.25,216212.8,principal
SKU_1198_SEA,2023-09-01,466,49628.16,156063.4,principal
SKU_1198_SAL,2023-09-01,181,19276.17,60616.9,principal
SKU_1199_PAL,2023-09-01,210,12083.42,44079.0,principal
SKU_1199_TEA,2023-09-01,461,26525.98,96763.9,principal
SKU_1200_MID,2023-09-01,232,12358.64,41736.8,principal
SKU_1200_PAS,2023-09-01,212,11293.24,38138.8,principal
SKU_1201_SAG,2023-09-01,311,48035.94,150803.9,principal
SKU_1202_LIG,2023-09-01,308,91338.99,250989.2,principal
SKU_1202_CLE,2023-09-01,492,145905.13,400930.8,principal
SKU_1203_OFF,2023-09-01,298,82287.36,226450.2,principal
SKU_1203_FLA,2023-09-01,440,121498.12,334356.0,principal
SKU_1204_AQU,2023-09-01,194,26188.54,67880.6,principal
SKU_1204_MIN,2023-09-01,325,43872.55,113717.5,principal
SKU_1205_RAS,2023-09-01,296,77881.12,235290.4,principal
SKU_1205_COR,2023-09-01,451,118663.47,358499.9,principal
SKU_1206_HUN,2023-09-01,309,42435.56,128204.1,principal
SKU_1206_BLA,2023-09-01,292,40100.91,121150.8,principal
SKU_1207_POW,2023-09-01,313,105090.09,319228.7,principal
SKU_1207_BLA,2023-09-01,261,87631.03,266193.9,principal
SKU_1208_PAS,2023-09-01,195,47791.87,125755.5,principal
SKU_1208_MOS,2023-09-01,202,49507.48,130269.8,principal
SKU_1209_BLA,2023-09-01,220,23745.22,61578.0,principal
SKU_1209_DUS,2023-09-01,442,47706.31,123715.8,principal
SKU_1210_SHO,2023-09-01,492,39435.79,100810.8,principal
SKU_1210_WHI,2023-09-01,483,38714.4,98966.7,principal
SKU_1211_GAR,2023-09-01,491,51707.74,157070.9,principal
SKU_1211_CRE,2023-09-01,475,50022.76,151952.5,principal
SKU_1212_COB,2023-09-01,236,16503.06,51896.4,principal
SKU_1212_SNO,2023-09-01,475,33215.9,104452.5,principal
SKU_1213_MAG,2023-09-01,193,55587.3,168855.7,principal
SKU_1213_POW,2023-09-01,296,85253.06,258970.4,principal
SKU_1214_BLA,2023-09-01,459,43156.35,137654.1,principal
SKU_1214_RAS,2023-09-01,203,19086.58,60879.7,principal
SKU_1215_MAG,2023-09-01,211,14561.37,46398.9,principal
SKU_1215_BRI,2023-09-01,424,29260.76,93237.6,principal
SKU_1216_WHI,2023-09-01,521,79366.15,296917.9,principal
SKU_1216_CRE,2023-09-01,318,48442.3,181228.2,principal
