Código (SKU),Data da Venda,Canal de Venda,Quantidade Vendida,Receita Bruta (R$),Desconto (R$),Preço Realizado por Unidade (R$),Tipo de Venda
SKU_1457_MAG,16/02/2025,Atacado,3,479.7,221.79,85.97,Venda
SKU_1718_DUS,16/02/2025,E-commerce,2,739.8,145.66,297.07,Venda
SKU_1714_MID,16/02/2025,Atacado,4,1219.6,573.24,161.59,Venda
SKU_1607_GAR,16/02/2025,Varejo,1,299.9,43.22,256.68,Venda
SKU_1673_FUC,16/02/2025,Atacado,4,1639.6,713.32,231.57,Venda
SKU_1300_BIR,16/02/2025,Varejo,1,1149.9,136.64,1013.26,Venda
SKU_1420_LIM,16/02/2025,Varejo,4,3959.6,486.6,868.25,Venda
SKU_1638_SAP,16/02/2025,Atacado,2,2279.8,1242.18,518.81,Venda
SKU_1665_SAG,16/02/2025,E-commerce,2,499.8,98.26,200.77,Venda
SKU_1570_HON,16/02/2025,Varejo,1,714.9,105.9,609.0,Venda
SKU_1481_BLA,16/02/2025,Atacado,6,4859.4,2108.4,458.5,Venda
SKU_1508_LIM,16/02/2025,E-commerce,1,209.9,21.37,188.53,Venda
SKU_1579_DEN,16/02/2025,Atacado,4,919.6,471.84,111.94,Venda
SKU_1393_SKY,16/02/2025,Atacado,6,1859.4,993.06,144.39,Venda
SKU_1568_FRE,16/02/2025,Varejo,1,234.9,41.85,193.05,Venda
SKU_1492_BIR,16/02/2025,Varejo,3,1124.7,183.36,313.78,Venda
SKU_1417_SNO,16/02/2025,Varejo,2,559.8,104.4,227.7,Venda
SKU_1753_WHI,16/02/2025,Atacado,5,3949.5,1948.7,400.16,Venda
SKU_1450_MAG,16/02/2025,Atacado,4,1639.6,861.04,194.64,Venda
SKU_1289_AQU,16/02/2025,Varejo,2,2059.8,233.72,913.04,Venda
SKU_1279_FUC,16/02/2025,Varejo,1,454.9,71.47,383.43,Venda
SKU_1549_PAS,16/02/2025,Varejo,1,184.9,29.27,155.63,Venda
SKU_1632_SAP,16/02/2025,Varejo,1,184.9,34.78,150.12,Venda
SKU_1776_PAS,16/02/2025,Atacado,10,3299.0,1514.2,178.48,Venda
SKU_1510_SNO,16/02/2025,E-commerce,2,1669.8,221.14,724.33,Venda
SKU_1648_FLA,16/02/2025,Atacado,3,2099.7,977.43,374.09,Venda
SKU_1485_CER,16/02/2025,Atacado,4,2659.6,1468.6,297.75,Venda
SKU_1448_SKY,16/02/2025,Atacado,6,1079.4,479.16,100.04,Venda
SKU_1593_FUC,16/02/2025,Varejo,1,144.9,17.78,127.12,Venda
SKU_1536_MOS,16/02/2025,Atacado,4,1379.6,706.52,168.27,Venda
SKU_1362_SEA,16/02/2025,Varejo,1,954.9,184.62,770.28,Venda
SKU_1531_SNO,16/02/2025,Varejo,1,549.9,91.41,458.49,Venda
SKU_1453_PRI,16/02/2025,Varejo,1,234.9,31.72,203.18,Venda
SKU_1345_ARM,16/02/2025,Atacado,6,7199.4,3061.38,689.67,Venda
SKU_1520_GAR,16/02/2025,Varejo,4,899.6,168.0,182.9,Venda
SKU_1759_COB,16/02/2025,Varejo,1,269.9,43.7,226.2,Venda
SKU_1603_PEA,16/02/2025,Atacado,6,4469.4,1907.64,426.96,Venda
SKU_1518_CLE,16/02/2025,Varejo,1,234.9,28.39,206.51,Venda
SKU_1770_DEE,16/02/2025,Atacado,4,879.6,434.16,111.36,Venda
SKU_1501_OLI,16/02/2025,Atacado,2,339.8,178.9,80.45,Venda
SKU_1633_DEN,16/02/2025,Varejo,1,234.9,32.3,202.6,Venda
SKU_1640_TEA,16/02/2025,Atacado,8,1759.2,917.68,105.19,Venda
SKU_1405_CLO,16/02/2025,Atacado,2,429.8,182.2,123.8,Venda
SKU_1329_NAV,16/02/2025,Atacado,4,1099.6,463.84,158.94,Venda
SKU_1413_SAG,16/02/2025,E-commerce,1,184.9,29.98,154.92,Venda
SKU_1619_IVO,16/02/2025,Atacado,8,1599.2,800.08,99.89,Venda
SKU_1717_CRE,16/02/2025,Varejo,2,519.8,71.78,224.01,Venda
SKU_1559_SKY,16/02/2025,E-commerce,1,1199.9,131.77,1068.13,Venda
SKU_1648_RAS,16/02/2025,E-commerce,1,699.9,107.5,592.4,Venda
SKU_1557_TUR,16/02/2025,Atacado,8,1599.2,810.0,98.65,Venda
SKU_1403_DUS,16/02/2025,Varejo,1,384.9,69.38,315.52,Venda
SKU_1394_FOR,16/02/2025,Varejo,2,939.8,136.94,401.43,Venda
SKU_1521_MOS,16/02/2025,Varejo,3,569.7,60.87,169.61,Venda
SKU_1651_PAS,16/02/2025,Varejo,1,264.9,35.53,229.37,Venda
SKU_1461_NAV,16/02/2025,Atacado,6,6419.4,3175.2,540.7,Venda
SKU_1400_FOR,16/02/2025,Varejo,1,209.9,30.13,179.77,Venda
SKU_1661_WHI,16/02/2025,Varejo,3,2969.7,558.78,803.64,Venda
SKU_1496_PEA,16/02/2025,Atacado,6,6809.4,3616.26,532.19,Venda
SKU_1360_WHI,16/02/2025,Atacado,4,1279.6,661.56,154.51,Venda
SKU_1489_IVO,16/02/2025,Varejo,2,739.8,95.82,321.99,Venda
SKU_1495_FUC,16/02/2025,Atacado,4,1319.6,623.04,174.14,Venda
SKU_1495_BLA,16/02/2025,Atacado,4,1319.6,647.24,168.09,Venda
SKU_1626_BAB,16/02/2025,Atacado,8,4319.2,2061.12,282.26,Venda
SKU_1414_DUS,16/02/2025,Varejo,1,339.9,60.56,279.34,Venda
SKU_1607_GAR,16/02/2025,Varejo,1,299.9,53.91,245.99,Venda
SKU_1673_PEA,16/02/2025,Varejo,1,409.9,75.2,334.7,Venda
SKU_1358_MAR,16/02/2025,Varejo,1,199.9,37.58,162.32,Venda
SKU_1607_GAR,16/02/2025,Varejo,1,299.9,36.23,263.67,Venda
SKU_1794_LIG,16/02/2025,E-commerce,1,209.9,36.3,173.6,Venda
SKU_1731_ARM,16/02/2025,Atacado,5,4549.5,2402.3,429.44,Venda
SKU_1475_MIN,16/02/2025,Atacado,6,1499.4,718.14,130.21,Venda
SKU_1424_VAN,16/02/2025,Varejo,1,994.9,140.65,854.25,Venda
SKU_1343_NAV,16/02/2025,Varejo,3,944.7,163.74,260.32,Venda
SKU_1695_CRE,16/02/2025,Atacado,6,1259.4,565.74,115.61,Venda
SKU_1479_FUC,16/02/2025,E-commerce,1,554.9,95.28,459.62,Venda
SKU_1463_LIG,16/02/2025,Varejo,1,259.9,34.53,225.37,Venda
SKU_1412_BAB,16/02/2025,Varejo,2,1789.8,265.34,762.23,Venda
SKU_1778_TEA,16/02/2025,Varejo,1,284.9,53.88,231.02,Venda
SKU_1330_PRI,16/02/2025,Varejo,1,309.9,39.9,270.0,Venda
SKU_1670_PEA,16/02/2025,Varejo,1,144.9,28.59,116.31,Venda
SKU_1670_SAP,16/02/2025,Atacado,3,434.7,219.12,71.86,Venda
SKU_1676_PIN,16/02/2025,Atacado,6,1019.4,498.24,86.86,Venda
SKU_1306_FRE,16/02/2025,Varejo,1,859.9,154.0,705.9,Venda
SKU_1436_BLU,16/02/2025,Atacado,8,2239.2,1091.6,143.45,Venda
SKU_1397_BUB,16/02/2025,Varejo,2,469.8,78.94,195.43,Venda
SKU_1364_OFF,16/02/2025,Varejo,1,459.9,79.43,380.47,Venda
SKU_1410_JAD,16/02/2025,Varejo,1,1139.9,158.57,981.33,Venda
SKU_1526_FOR,16/02/2025,Atacado,2,339.8,147.2,96.3,Venda
SKU_1626_BAB,16/02/2025,E-commerce,1,539.9,88.89,451.01,Venda
SKU_1452_DEE,16/02/2025,Varejo,2,289.8,42.04,123.88,Venda
SKU_1304_GAR,16/02/2025,Varejo,2,989.8,105.92,441.94,Venda
SKU_1659_SNO,16/02/2025,Varejo,2,2049.8,313.28,868.26,Venda
SKU_1284_HOT,16/02/2025,E-commerce,1,709.9,137.53,572.37,Venda
SKU_1458_MIN,16/02/2025,Atacado,10,3499.0,1784.4,171.46,Venda
SKU_1510_SNO,16/02/2025,E-commerce,1,834.9,161.1,673.8,Venda
SKU_1492_BIR,16/02/2025,Atacado,8,2999.2,1282.32,214.61,Venda
SKU_1783_BAB,16/02/2025,Varejo,1,1199.9,221.51,978.39,Venda
SKU_1349_SEA,16/02/2025,Atacado,8,1679.2,877.28,100.24,Venda
SKU_1431_TEA,16/02/2025,Varejo,1,369.9,46.13,323.77,Venda
SKU_1470_WHI,16/02/2025,Atacado,6,5519.4,2334.66,530.79,Venda
SKU_1488_IVO,16/02/2025,Varejo,1,339.9,67.76,272.14,Venda
SKU_1363_HUN,16/02/2025,Atacado,6,5699.4,3027.66,445.29,Venda
SKU_1449_NAV,16/02/2025,Atacado,8,2599.2,1162.4,179.6,Venda
SKU_1287_NAV,16/02/2025,Atacado,6,2279.4,1197.12,180.38,Venda
SKU_1401_BLU,16/02/2025,E-commerce,1,239.9,39.41,200.49,Venda
SKU_1382_ARM,16/02/2025,Atacado,2,379.8,217.58,81.11,Venda
SKU_1478_TEA,16/02/2025,Atacado,5,974.5,486.5,97.6,Venda
SKU_1433_OLI,16/02/2025,E-commerce,1,314.9,32.45,282.45,Venda
SKU_1787_BAB,16/02/2025,Atacado,6,1739.4,792.0,157.9,Venda
SKU_1554_SKY,16/02/2025,Atacado,10,10349.0,4805.1,554.39,Venda
SKU_1480_MEX,16/02/2025,Atacado,8,2959.2,1341.28,202.24,Venda
SKU_1549_PAS,16/02/2025,Varejo,2,369.8,65.38,152.21,Venda
SKU_1471_LIG,16/02/2025,Atacado,4,819.6,345.24,118.59,Venda
SKU_1512_TEA,16/02/2025,Atacado,4,899.6,396.72,125.72,Venda
SKU_1320_PIS,16/02/2025,Atacado,8,1199.2,507.68,86.44,Venda
SKU_1591_HON,16/02/2025,E-commerce,1,889.9,91.27,798.63,Venda
SKU_1505_SNO,16/02/2025,Atacado,10,2349.0,1300.7,104.83,Venda
SKU_1554_SKY,16/02/2025,Atacado,5,5174.5,2686.9,497.52,Venda
SKU_1489_IVO,16/02/2025,Atacado,6,2219.4,1088.46,188.49,Venda
SKU_1664_PIN,16/02/2025,Varejo,1,329.9,63.38,266.52,Venda
SKU_1489_IVO,16/02/2025,Varejo,1,369.9,37.15,332.75,Venda
SKU_1367_VAN,16/02/2025,Atacado,2,359.8,170.4,94.7,Venda
SKU_1667_MID,16/02/2025,Atacado,4,839.6,354.44,121.29,Venda
SKU_1637_WHI,16/02/2025,Atacado,5,4599.5,1969.45,526.01,Venda
SKU_1314_SNO,16/02/2025,Atacado,6,1739.4,855.6,147.3,Venda
SKU_1644_PEA,16/02/2025,Atacado,8,2559.2,1304.16,156.88,Venda
SKU_1304_TUR,16/02/2025,E-commerce,1,494.9,98.39,396.51,Venda
SKU_1524_BLU,16/02/2025,Atacado,3,1109.7,558.87,183.61,Venda
SKU_1732_OFF,16/02/2025,E-commerce,1,1114.9,144.91,969.99,Venda
SKU_1430_JAD,16/02/2025,Atacado,2,359.8,160.4,99.7,Venda
SKU_1750_MIN,16/02/2025,E-commerce,1,369.9,66.53,303.37,Venda
SKU_1533_DUS,16/02/2025,Varejo,1,164.9,21.0,143.9,Venda
SKU_1712_MOS,16/02/2025,Varejo,3,539.7,97.14,147.52,Venda
SKU_1414_DUS,16/02/2025,Atacado,3,1019.7,470.67,183.01,Venda
SKU_1767_PRI,16/02/2025,Varejo,1,204.9,37.46,167.44,Venda
SKU_1678_LIG,16/02/2025,Varejo,1,714.9,127.35,587.55,Venda
SKU_1338_OLI,16/02/2025,Atacado,4,819.6,428.72,97.72,Venda
SKU_1430_PEA,16/02/2025,Varejo,1,179.9,26.39,153.51,Venda
SKU_1489_IVO,16/02/2025,Atacado,4,1479.6,835.12,161.12,Venda
SKU_1510_ROS,16/02/2025,Varejo,1,834.9,97.8,737.1,Venda
SKU_1460_OLI,16/02/2025,Atacado,12,2098.8,915.96,98.57,Venda
SKU_1617_DEN,16/02/2025,E-commerce,1,164.9,30.74,134.16,Venda
SKU_1477_EME,16/02/2025,Atacado,6,1349.4,695.1,109.05,Venda
SKU_1620_BLU,16/02/2025,Atacado,8,2119.2,1019.52,137.46,Venda
SKU_1571_WHI,16/02/2025,E-commerce,1,249.9,26.09,223.81,Venda
SKU_1632_SPA,16/02/2025,Atacado,8,1479.2,780.4,87.35,Venda
SKU_1340_POW,16/02/2025,Varejo,4,4579.6,603.8,993.95,Venda
SKU_1400_PAL,16/02/2025,Atacado,5,1049.5,552.65,99.37,Venda
SKU_1503_VAN,16/02/2025,Varejo,1,229.9,37.93,191.97,Venda
SKU_1796_OLI,16/02/2025,Atacado,4,2019.6,955.72,265.97,Venda
SKU_1541_AQU,16/02/2025,Varejo,1,674.9,115.98,558.92,Venda
SKU_1447_BLU,16/02/2025,Atacado,3,719.7,378.21,113.83,Venda
SKU_1498_LIG,16/02/2025,Atacado,3,1019.7,517.26,167.48,Venda
SKU_1678_LIG,16/02/2025,Atacado,5,3574.5,1889.7,336.96,Venda
SKU_1348_PIS,16/02/2025,Varejo,1,649.9,118.53,531.37,Venda
SKU_1516_CRE,16/02/2025,E-commerce,1,349.9,54.18,295.72,Venda
SKU_1473_BLU,16/02/2025,Atacado,6,1079.4,457.2,103.7,Venda
SKU_1429_MAG,16/02/2025,Atacado,10,1899.0,992.0,90.7,Venda
SKU_1646_BLU,16/02/2025,Varejo,1,204.9,23.63,181.27,Venda
SKU_1591_MYS,16/02/2025,Varejo,1,889.9,147.27,742.63,Venda
SKU_1279_IVO,16/02/2025,E-commerce,1,454.9,88.86,366.04,Venda
SKU_1318_MYS,16/02/2025,Atacado,8,1919.2,1084.16,104.38,Venda
SKU_1637_BLU,16/02/2025,E-commerce,1,919.9,141.15,778.75,Venda
SKU_1533_DUS,16/02/2025,Atacado,8,1319.2,592.96,90.78,Venda
SKU_1571_BIR,16/02/2025,E-commerce,1,249.9,46.92,202.98,Venda
SKU_1600_SHO,16/02/2025,Varejo,2,789.8,139.02,325.39,Venda
SKU_1394_EME,16/02/2025,E-commerce,1,469.9,67.2,402.7,Venda
SKU_1696_SHO,16/02/2025,Varejo,1,279.9,48.72,231.18,Venda
SKU_1541_POW,16/02/2025,Atacado,2,1349.8,634.52,357.64,Venda
SKU_1642_SAL,16/02/2025,Varejo,2,449.8,54.78,197.51,Venda
SKU_1749_SNO,16/02/2025,Atacado,4,1399.6,737.6,165.5,Venda
SKU_1553_HOT,16/02/2025,E-commerce,1,254.9,31.74,223.16,Venda
SKU_1599_WHI,16/02/2025,E-commerce,1,469.9,55.89,414.01,Venda
SKU_1754_SER,16/02/2025,Atacado,8,2719.2,1300.56,177.33,Venda
SKU_1435_OLI,16/02/2025,Atacado,5,5049.5,2140.65,581.77,Venda
SKU_1632_SAP,16/02/2025,Atacado,4,739.6,356.92,95.67,Venda
SKU_1356_BLU,16/02/2025,Atacado,5,1074.5,564.4,102.02,Venda
SKU_1301_AQU,16/02/2025,Atacado,2,1089.8,563.78,263.01,Venda
SKU_1659_MOS,16/02/2025,Atacado,5,5124.5,2296.5,565.6,Venda
SKU_1723_MOS,16/02/2025,E-commerce,1,434.9,63.85,371.05,Venda
SKU_1470_MAR,16/02/2025,Varejo,1,919.9,174.97,744.93,Venda
SKU_1365_BUB,16/02/2025,Atacado,6,2999.4,1458.06,256.89,Venda
SKU_1323_AQU,16/02/2025,Varejo,2,579.8,104.64,237.58,Venda
SKU_1677_POW,16/02/2025,Varejo,1,569.9,61.29,508.61,Venda
SKU_1693_MEX,16/02/2025,Atacado,8,1639.2,880.64,94.82,Venda
SKU_1331_AQU,16/02/2025,Atacado,6,1679.4,733.98,157.57,Venda
SKU_1533_DUS,16/02/2025,Atacado,5,824.5,438.7,77.16,Venda
SKU_1349_SEA,16/02/2025,Atacado,8,1679.2,761.76,114.68,Venda
SKU_1321_SER,16/02/2025,E-commerce,1,149.9,20.73,129.17,Venda
SKU_1549_PAS,16/02/2025,Atacado,5,924.5,404.8,103.94,Venda
SKU_1512_TEA,16/02/2025,Varejo,1,224.9,44.03,180.87,Venda
SKU_1583_BLU,16/02/2025,Atacado,4,1019.6,429.52,147.52,Venda
SKU_1590_HOT,16/02/2025,Varejo,1,189.9,32.22,157.68,Venda
SKU_1374_BLU,16/02/2025,Varejo,1,189.9,33.35,156.55,Venda
SKU_1691_HUN,16/02/2025,Atacado,4,1239.6,597.88,160.43,Venda
SKU_1605_COR,16/02/2025,Varejo,1,219.9,40.01,179.89,Venda
SKU_1280_PRI,16/02/2025,Atacado,3,1499.7,826.59,224.37,Venda
SKU_1601_AQU,16/02/2025,Atacado,2,1469.8,628.62,420.59,Venda
SKU_1399_PAL,16/02/2025,Varejo,3,809.7,134.1,225.2,Venda
SKU_1305_MAR,16/02/2025,Varejo,1,349.9,55.41,294.49,Venda
SKU_1462_OFF,16/02/2025,Atacado,6,2189.4,1054.62,189.13,Venda
SKU_1596_BIR,16/02/2025,Atacado,3,824.7,453.18,123.84,Venda
SKU_1400_PAL,16/02/2025,Atacado,4,839.6,411.08,107.13,Venda
SKU_1620_BLU,16/02/2025,Atacado,4,1059.6,463.68,148.98,Venda
SKU_1529_MIN,16/02/2025,Varejo,1,244.9,24.99,219.91,Venda
SKU_1468_BAB,16/02/2025,Atacado,2,1059.8,448.44,305.68,Venda
SKU_1283_BAB,16/02/2025,Atacado,6,1139.4,506.34,105.51,Venda
SKU_1600_SHO,16/02/2025,E-commerce,1,394.9,68.35,326.55,Venda
SKU_1592_CER,16/02/2025,E-commerce,1,209.9,24.3,185.6,Venda
SKU_1446_GAR,16/02/2025,Varejo,1,269.9,27.45,242.45,Venda
SKU_1513_PAS,16/02/2025,Varejo,1,214.9,25.89,189.01,Venda
SKU_1441_IVO,16/02/2025,E-commerce,1,1154.9,187.51,967.39,Venda
SKU_1466_PRI,16/02/2025,Atacado,5,1349.5,595.75,150.75,Venda
SKU_1602_AQU,16/02/2025,E-commerce,2,459.8,84.66,187.57,Venda
SKU_1311_BAB,16/02/2025,Atacado,6,5279.4,2731.2,424.7,Venda
SKU_1339_JAD,16/02/2025,Varejo,1,309.9,51.63,258.27,Venda
SKU_1600_LIG,16/02/2025,E-commerce,2,789.8,102.78,343.51,Venda
SKU_1294_SEA,16/02/2025,Varejo,1,199.9,38.5,161.4,Venda
SKU_1322_IVO,16/02/2025,Varejo,1,329.9,35.37,294.53,Venda
SKU_1379_SNO,16/02/2025,Atacado,5,2424.5,1252.35,234.43,Venda
SKU_1615_MOS,16/02/2025,Atacado,12,5578.8,2623.92,246.24,Venda
SKU_1455_ROY,16/02/2025,Atacado,5,1674.5,928.3,149.24,Venda
SKU_1434_MIN,16/02/2025,Atacado,8,1679.2,714.72,120.56,Venda
SKU_1348_PIS,16/02/2025,Atacado,5,3249.5,1470.5,355.8,Venda
SKU_1470_MAR,16/02/2025,Varejo,1,919.9,123.24,796.66,Venda
SKU_1377_PRI,16/02/2025,Atacado,5,1299.5,673.1,125.28,Venda
SKU_1346_PEA,16/02/2025,Atacado,8,2119.2,902.48,152.09,Venda
SKU_1664_PIN,16/02/2025,Varejo,1,329.9,46.62,283.28,Venda
SKU_1276_WHI,16/02/2025,Atacado,3,524.7,240.18,94.84,Venda
SKU_1744_EME,16/02/2025,Atacado,8,2119.2,1067.28,131.49,Venda
SKU_1536_FRE,16/02/2025,Atacado,5,1724.5,795.0,185.9,Venda
SKU_1642_SAL,16/02/2025,Atacado,5,1124.5,503.2,124.26,Venda
SKU_1444_HUN,16/02/2025,Varejo,2,479.8,52.44,213.68,Venda
SKU_1600_SHO,16/02/2025,Varejo,1,394.9,56.58,338.32,Venda
SKU_1797_GAR,16/02/2025,Atacado,8,3039.2,1596.88,180.29,Venda
SKU_1319_ROS,16/02/2025,Atacado,10,1899.0,872.3,102.67,Venda
SKU_1725_OFF,16/02/2025,Varejo,1,244.9,41.47,203.43,Venda
SKU_1369_RAS,16/02/2025,E-commerce,1,159.9,24.58,135.32,Venda
SKU_1357_BLU,16/02/2025,E-commerce,1,664.9,82.61,582.29,Venda
SKU_1458_PEA,16/02/2025,Atacado,6,2099.4,1032.84,177.76,Venda
SKU_1485_PAS,16/02/2025,E-commerce,1,664.9,122.71,542.19,Venda
SKU_1780_AQU,16/02/2025,Atacado,10,3349.0,1521.8,182.72,Venda
SKU_1424_VAN,16/02/2025,Varejo,3,2984.7,480.06,834.88,Venda
SKU_1320_PIS,16/02/2025,Atacado,6,899.4,390.3,84.85,Venda
SKU_1630_SNO,16/02/2025,Atacado,8,2679.2,1360.96,164.78,Venda
SKU_1382_HOT,16/02/2025,Atacado,8,1519.2,863.6,81.95,Venda
SKU_1438_MOS,16/02/2025,E-commerce,1,204.9,24.57,180.33,Venda
SKU_1712_MOS,16/02/2025,Atacado,6,1079.4,513.3,94.35,Venda
SKU_1283_SNO,16/02/2025,Atacado,4,759.6,376.12,95.87,Venda
SKU_1324_SNO,16/02/2025,Atacado,5,1649.5,850.6,159.78,Venda
SKU_1570_HON,16/02/2025,Atacado,5,3574.5,1844.6,345.98,Venda
SKU_1715_HON,16/02/2025,Varejo,1,219.9,25.09,194.81,Venda
SKU_1465_CLE,16/02/2025,Atacado,4,1259.6,704.96,138.66,Venda
SKU_1312_HOT,16/02/2025,Atacado,5,1249.5,650.1,119.88,Venda
SKU_1573_MIN,16/02/2025,Varejo,1,1024.9,127.86,897.04,Venda
SKU_1541_POW,16/02/2025,Varejo,1,674.9,129.12,545.78,Venda
SKU_1475_MIN,16/02/2025,Varejo,1,249.9,49.12,200.78,Venda
SKU_1708_FLA,16/02/2025,Varejo,1,169.9,17.94,151.96,Venda
SKU_1436_PAS,16/02/2025,Varejo,1,279.9,39.22,240.68,Venda
SKU_1666_PAS,16/02/2025,Varejo,3,2399.7,339.06,686.88,Venda
SKU_1363_RAS,16/02/2025,Varejo,1,949.9,168.64,781.26,Venda
SKU_1503_VAN,16/02/2025,Atacado,5,1149.5,575.35,114.83,Venda
SKU_1293_OFF,16/02/2025,Varejo,1,304.9,42.12,262.78,Venda
SKU_1347_LIM,16/02/2025,Varejo,2,579.8,92.38,243.71,Venda
SKU_1288_SAG,16/02/2025,Varejo,1,239.9,34.79,205.11,Venda
SKU_1561_LIM,16/02/2025,Varejo,1,349.9,38.59,311.31,Venda
SKU_1492_BIR,16/02/2025,Varejo,2,749.8,126.92,311.44,Venda
SKU_1418_CLE,16/02/2025,Atacado,3,2534.7,1213.14,440.52,Venda
SKU_1567_PRI,16/02/2025,Varejo,1,689.9,84.14,605.76,Venda
SKU_1575_JAD,16/02/2025,Atacado,10,8649.0,3906.2,474.28,Venda
SKU_1695_CRE,16/02/2025,E-commerce,1,209.9,34.69,175.21,Venda
SKU_1284_COR,16/02/2025,Varejo,1,709.9,133.58,576.32,Venda
SKU_1775_PAS,16/02/2025,Varejo,1,279.9,49.12,230.78,Venda
SKU_1406_PRI,16/02/2025,E-commerce,2,699.8,107.22,296.29,Venda
SKU_1570_HON,16/02/2025,Varejo,1,714.9,115.68,599.22,Venda
SKU_1477_CLE,16/02/2025,Atacado,4,899.6,449.48,112.53,Venda
SKU_1290_BIR,16/02/2025,Atacado,4,2019.6,1179.52,210.02,Venda
SKU_1673_FUC,16/02/2025,Atacado,8,3279.2,1571.68,213.44,Venda
SKU_1641_SER,16/02/2025,Atacado,5,1624.5,767.5,171.4,Venda
SKU_1744_LIG,16/02/2025,Varejo,1,264.9,50.92,213.98,Venda
SKU_1621_PAS,16/02/2025,Atacado,3,704.7,345.93,119.59,Venda
SKU_1390_PAS,16/02/2025,Atacado,8,1839.2,800.16,129.88,Venda
SKU_1649_FLA,16/02/2025,Atacado,3,704.7,355.38,116.44,Venda
SKU_1376_SNO,16/02/2025,Atacado,8,2279.2,1100.72,147.31,Venda
SKU_1595_FLA,16/02/2025,Atacado,5,1499.5,794.55,140.99,Venda
SKU_1593_LIG,16/02/2025,Varejo,1,144.9,19.93,124.97,Venda
SKU_1579_SAG,16/02/2025,E-commerce,1,229.9,27.44,202.46,Venda
SKU_1626_BAB,16/02/2025,Atacado,6,3239.4,1395.6,307.3,Venda
SKU_1317_ROS,16/02/2025,Atacado,12,2578.8,1274.28,108.71,Venda
SKU_1416_CLE,16/02/2025,Varejo,1,279.9,28.22,251.68,Venda
SKU_1540_BAL,16/02/2025,Atacado,6,1019.4,500.94,86.41,Venda
SKU_1517_ROS,16/02/2025,Varejo,1,1199.9,232.56,967.34,Venda
SKU_1743_CLO,16/02/2025,Atacado,6,2639.4,1250.58,231.47,Venda
SKU_1691_ROS,16/02/2025,Atacado,4,1239.6,649.76,147.46,Venda
SKU_1388_BRI,16/02/2025,Atacado,6,2249.4,1047.96,200.24,Venda
SKU_1782_NAV,16/02/2025,Atacado,8,1999.2,943.68,131.94,Venda
SKU_1620_BLU,16/02/2025,Varejo,1,264.9,32.18,232.72,Venda
SKU_1566_PEA,16/02/2025,Varejo,1,1034.9,118.34,916.56,Venda
SKU_1739_AQU,16/02/2025,Atacado,5,1274.5,643.05,126.29,Venda
SKU_1454_BUB,16/02/2025,Atacado,5,749.5,326.55,84.59,Venda
SKU_1611_MID,16/02/2025,Varejo,1,219.9,37.55,182.35,Venda
SKU_1493_CLO,16/02/2025,Varejo,1,329.9,39.6,290.3,Venda
SKU_1640_IVO,16/02/2025,Varejo,1,219.9,25.24,194.66,Venda
SKU_1787_BAB,16/02/2025,Varejo,1,289.9,41.99,247.91,Venda
SKU_1352_HUN,16/02/2025,Atacado,10,2799.0,1437.8,136.12,Venda
SKU_1341_PEA,16/02/2025,Atacado,8,1439.2,652.96,98.28,Venda
SKU_1342_BAB,16/02/2025,Atacado,6,2099.4,997.62,183.63,Venda
