Código (SKU),Data da Venda,Canal de Venda,Quantidade Vendida,Receita Bruta (R$),Desconto (R$),Preço Realizado por Unidade (R$),Tipo de Venda
SKU_1706_BLA,27/12/2025,E-commerce,2,369.8,92.74,138.53,Venda
SKU_1935_HOT,27/12/2025,E-commerce,3,539.7,0.0,179.9,Venda
SKU_1853_ROS,27/12/2025,Atacado,5,4499.5,1349.85,629.93,Venda
SKU_1866_DUS,27/12/2025,E-commerce,1,324.9,0.0,324.9,Venda
SKU_2069_BUB,27/12/2025,Varejo,3,659.7,0.0,219.9,Venda
SKU_2097_ROS,27/12/2025,Atacado,4,799.6,239.88,139.93,Venda
SKU_2007_SAG,27/12/2025,E-commerce,1,209.9,0.0,209.9,Venda
SKU_1971_RAS,27/12/2025,Varejo,3,2489.7,0.0,829.9,Venda
SKU_2050_MOS,27/12/2025,Varejo,1,454.9,0.0,454.9,Venda
SKU_1914_BIR,27/12/2025,Atacado,10,1999.0,599.7,139.93,Venda
SKU_1911_RAS,27/12/2025,Atacado,6,1289.4,451.32,139.68,Venda
SKU_2039_OLI,27/12/2025,Varejo,3,3074.7,0.0,1024.9,Venda
SKU_2035_LIG,27/12/2025,Atacado,10,2249.0,787.2,146.18,Venda
SKU_1700_PIS,27/12/2025,Varejo,1,699.9,125.95,573.95,Venda
SKU_2030_SER,27/12/2025,Atacado,2,689.8,206.94,241.43,Venda
SKU_1717_CRE,27/12/2025,Varejo,2,519.8,109.9,204.95,Venda
SKU_2095_SEA,27/12/2025,Varejo,1,239.9,0.0,239.9,Venda
SKU_2021_SAL,27/12/2025,Varejo,1,189.9,0.0,189.9,Venda
SKU_1775_PAL,27/12/2025,Atacado,5,1399.5,419.85,195.93,Venda
SKU_1931_MID,27/12/2025,Varejo,1,744.9,0.0,744.9,Venda
SKU_1733_NAV,27/12/2025,E-commerce,1,349.9,96.51,253.39,Venda
SKU_2006_DEN,27/12/2025,Atacado,3,2714.7,950.13,588.19,Venda
SKU_1958_BLU,27/12/2025,Varejo,1,184.9,12.94,171.96,Venda
SKU_1899_SAP,27/12/2025,Atacado,5,1124.5,393.6,146.18,Venda
SKU_1942_MYS,27/12/2025,Atacado,3,3554.7,1066.41,829.43,Venda
SKU_1683_PAL,27/12/2025,E-commerce,1,314.9,60.16,254.74,Venda
SKU_2117_RAS,27/12/2025,Atacado,6,4619.4,1616.76,500.44,Venda
SKU_2030_SER,27/12/2025,Atacado,3,1034.7,310.41,241.43,Venda
SKU_2105_RAS,27/12/2025,Atacado,4,1359.6,475.84,220.94,Venda
SKU_1957_PEA,27/12/2025,Atacado,6,1139.4,341.82,132.93,Venda
SKU_1844_BAL,27/12/2025,E-commerce,1,249.9,0.0,249.9,Venda
SKU_2003_BAL,27/12/2025,Atacado,8,1919.2,575.76,167.93,Venda
SKU_1844_MOS,27/12/2025,Atacado,5,1249.5,499.8,149.94,Venda
SKU_1947_SKY,27/12/2025,Varejo,1,439.9,0.0,439.9,Venda
SKU_1966_CER,27/12/2025,Varejo,3,2024.7,0.0,674.9,Venda
SKU_2112_MID,27/12/2025,Atacado,12,4018.8,1205.64,234.43,Venda
SKU_1790_EGR,27/12/2025,Atacado,2,519.8,181.92,168.94,Venda
SKU_1839_DUS,27/12/2025,Varejo,1,294.9,0.0,294.9,Venda
SKU_1887_CLE,27/12/2025,Atacado,8,1599.2,479.76,139.93,Venda
SKU_2024_MIN,27/12/2025,Varejo,1,384.9,0.0,384.9,Venda
SKU_1915_DUS,27/12/2025,Varejo,2,2329.8,0.0,1164.9,Venda
SKU_1806_EME,27/12/2025,Varejo,1,194.9,0.0,194.9,Venda
SKU_1803_SER,27/12/2025,Varejo,1,199.9,0.0,199.9,Venda
SKU_1773_OLI,27/12/2025,Varejo,1,324.9,80.39,244.51,Venda
SKU_1855_AQU,27/12/2025,Varejo,1,274.9,0.0,274.9,Venda
SKU_2057_SNO,27/12/2025,Varejo,1,944.9,66.14,878.76,Venda
SKU_1807_BLU,27/12/2025,Atacado,5,2274.5,682.35,318.43,Venda
SKU_1873_BAB,27/12/2025,Varejo,1,449.9,31.49,418.41,Venda
SKU_1726_PAS,27/12/2025,Varejo,1,429.9,100.41,329.49,Venda
SKU_2044_PAS,27/12/2025,E-commerce,2,499.8,34.98,232.41,Venda
SKU_2050_BLU,27/12/2025,Varejo,1,454.9,0.0,454.9,Venda
SKU_1833_NAV,27/12/2025,Atacado,4,919.6,367.84,137.94,Venda
SKU_2033_PRI,27/12/2025,Atacado,2,619.8,185.94,216.93,Venda
SKU_1859_PEA,27/12/2025,E-commerce,1,429.9,0.0,429.9,Venda
SKU_1887_CLE,27/12/2025,Varejo,1,199.9,0.0,199.9,Venda
SKU_2088_DUS,27/12/2025,Atacado,5,5474.5,2189.8,656.94,Venda
SKU_1994_LIM,27/12/2025,Varejo,1,269.9,0.0,269.9,Venda
SKU_1833_LIG,27/12/2025,Atacado,2,459.8,160.92,149.44,Venda
SKU_1920_NAV,27/12/2025,Atacado,5,1274.5,382.35,178.43,Venda
SKU_1814_PAS,27/12/2025,Varejo,1,379.9,0.0,379.9,Venda
SKU_1756_BUB,27/12/2025,Varejo,1,179.9,38.97,140.93,Venda
SKU_1707_ARM,27/12/2025,Atacado,4,1119.6,391.84,181.94,Venda
SKU_1882_TUR,27/12/2025,Atacado,3,719.7,251.88,155.94,Venda
SKU_2000_SAG,27/12/2025,E-commerce,1,214.9,15.04,199.86,Venda
SKU_2038_OFF,27/12/2025,Varejo,1,1134.9,0.0,1134.9,Venda
SKU_1773_OLI,27/12/2025,Varejo,1,324.9,80.97,243.93,Venda
SKU_2077_PIS,27/12/2025,Atacado,3,614.7,215.16,133.18,Venda
SKU_2107_SNO,27/12/2025,E-commerce,2,849.8,0.0,424.9,Venda
SKU_1902_BLU,27/12/2025,Varejo,2,1659.8,116.18,771.81,Venda
SKU_2057_SNO,27/12/2025,Varejo,1,944.9,0.0,944.9,Venda
SKU_1829_MOS,27/12/2025,E-commerce,2,519.8,0.0,259.9,Venda
SKU_1702_LIG,27/12/2025,Varejo,1,619.9,140.82,479.08,Venda
SKU_2004_MIN,27/12/2025,Atacado,3,674.7,202.41,157.43,Venda
SKU_1960_NAV,27/12/2025,E-commerce,1,174.9,0.0,174.9,Venda
SKU_1980_DEN,27/12/2025,Atacado,8,1239.2,371.76,108.43,Venda
SKU_2013_MYS,27/12/2025,Atacado,10,1849.0,554.7,129.43,Venda
SKU_2078_ARM,27/12/2025,Varejo,4,959.6,0.0,239.9,Venda
SKU_2117_SAL,27/12/2025,Atacado,8,6159.2,1847.76,538.93,Venda
SKU_1765_PAS,27/12/2025,Atacado,3,779.7,233.91,181.93,Venda
SKU_1878_ROS,27/12/2025,Varejo,1,439.9,0.0,439.9,Venda
SKU_1731_MIN,27/12/2025,Atacado,2,1819.8,727.92,545.94,Venda
SKU_1814_PRI,27/12/2025,Varejo,1,379.9,0.0,379.9,Venda
SKU_1712_MOS,27/12/2025,Varejo,1,179.9,41.65,138.25,Venda
SKU_2016_PEA,27/12/2025,Varejo,1,224.9,0.0,224.9,Venda
SKU_1738_BLU,27/12/2025,Varejo,1,194.9,57.02,137.88,Venda
SKU_1692_OLI,27/12/2025,Varejo,2,439.8,111.4,164.2,Venda
SKU_2033_PRI,27/12/2025,Varejo,3,929.7,0.0,309.9,Venda
SKU_1866_DUS,27/12/2025,Atacado,5,1624.5,568.55,211.19,Venda
SKU_2015_OLI,27/12/2025,Varejo,1,314.9,0.0,314.9,Venda
SKU_2110_SPA,27/12/2025,Varejo,1,219.9,0.0,219.9,Venda
SKU_2054_SAL,27/12/2025,Atacado,10,4099.0,1639.6,245.94,Venda
SKU_2083_VAN,27/12/2025,E-commerce,1,234.9,0.0,234.9,Venda
SKU_2058_MOS,27/12/2025,Atacado,6,1259.4,377.82,146.93,Venda
SKU_1925_PIN,27/12/2025,E-commerce,2,729.8,51.08,339.36,Venda
SKU_1954_WHI,27/12/2025,Atacado,2,419.8,125.94,146.93,Venda
SKU_1694_SER,27/12/2025,Atacado,2,559.8,195.92,181.94,Venda
SKU_1868_SEA,27/12/2025,Varejo,1,789.9,0.0,789.9,Venda
SKU_1999_SKY,27/12/2025,Atacado,8,1879.2,563.76,164.43,Venda
SKU_1995_EME,27/12/2025,Varejo,1,234.9,0.0,234.9,Venda
SKU_1951_COR,27/12/2025,Varejo,1,254.9,0.0,254.9,Venda
SKU_2083_GAR,27/12/2025,Atacado,12,2818.8,1127.52,140.94,Venda
SKU_1943_FUC,27/12/2025,Atacado,8,2239.2,671.76,195.93,Venda
SKU_1890_TEA,27/12/2025,Atacado,6,1529.4,688.2,140.2,Venda
SKU_1984_PAS,27/12/2025,E-commerce,1,299.9,0.0,299.9,Venda
SKU_1911_LIG,27/12/2025,Atacado,2,429.8,150.44,139.68,Venda
SKU_1718_SEA,27/12/2025,E-commerce,2,739.8,206.54,266.63,Venda
SKU_1912_MEX,27/12/2025,Atacado,8,3079.2,1077.68,250.19,Venda
SKU_1711_ARM,27/12/2025,Atacado,5,4974.5,1741.1,646.68,Venda
SKU_1944_FUC,27/12/2025,Varejo,1,399.9,0.0,399.9,Venda
SKU_1714_MID,27/12/2025,Atacado,3,914.7,274.41,213.43,Venda
SKU_1686_SKY,27/12/2025,Atacado,4,859.6,300.88,139.68,Venda
SKU_1838_DEN,27/12/2025,Atacado,5,1599.5,639.8,191.94,Venda
SKU_2025_SAP,27/12/2025,Atacado,3,689.7,206.91,160.93,Venda
SKU_2000_SHO,27/12/2025,Varejo,1,214.9,0.0,214.9,Venda
SKU_1910_MYS,27/12/2025,Atacado,2,1499.8,449.94,524.93,Venda
SKU_2103_RAS,27/12/2025,Varejo,1,469.9,0.0,469.9,Venda
SKU_1963_IVO,27/12/2025,Atacado,8,5559.2,2223.68,416.94,Venda
SKU_1739_AQU,27/12/2025,Varejo,1,254.9,69.11,185.79,Venda
SKU_1837_SAP,27/12/2025,Varejo,1,249.9,0.0,249.9,Venda
SKU_1942_SAL,27/12/2025,Varejo,1,1184.9,0.0,1184.9,Venda
SKU_1861_DEE,27/12/2025,E-commerce,1,194.9,0.0,194.9,Venda
SKU_1818_BRI,27/12/2025,Atacado,6,1229.4,553.2,112.7,Venda
SKU_2074_PAS,27/12/2025,Varejo,2,529.8,0.0,264.9,Venda
SKU_1732_OFF,27/12/2025,E-commerce,1,1114.9,171.73,943.17,Venda
SKU_2019_TUR,27/12/2025,Varejo,1,549.9,0.0,549.9,Venda
SKU_2074_PAS,27/12/2025,Varejo,1,264.9,0.0,264.9,Venda
SKU_2032_LIM,27/12/2025,Varejo,2,509.8,0.0,254.9,Venda
SKU_2085_ARM,27/12/2025,Varejo,3,1364.7,95.52,423.06,Venda
SKU_1908_BLA,27/12/2025,Atacado,6,1889.4,566.82,220.43,Venda
SKU_2003_BAL,27/12/2025,E-commerce,2,479.8,0.0,239.9,Venda
SKU_2080_FLA,27/12/2025,Atacado,4,959.6,287.88,167.93,Venda
SKU_1914_SNO,27/12/2025,Atacado,6,1199.4,539.76,109.94,Venda
SKU_2050_MOS,27/12/2025,Atacado,3,1364.7,409.41,318.43,Venda
SKU_2102_WHI,27/12/2025,Atacado,12,8938.8,3128.52,484.19,Venda
SKU_1759_COB,27/12/2025,Varejo,1,269.9,46.36,223.54,Venda
SKU_1759_COB,27/12/2025,Atacado,6,1619.4,485.82,188.93,Venda
SKU_1830_NAV,27/12/2025,Varejo,2,519.8,0.0,259.9,Venda
SKU_1829_MOS,27/12/2025,Varejo,1,259.9,0.0,259.9,Venda
SKU_1710_OLI,27/12/2025,Atacado,3,2429.7,971.88,485.94,Venda
SKU_1737_SAG,27/12/2025,Atacado,8,6159.2,1847.76,538.93,Venda
SKU_1828_FLA,27/12/2025,Varejo,3,734.7,0.0,244.9,Venda
SKU_1722_PAS,27/12/2025,Varejo,1,324.9,64.42,260.48,Venda
SKU_1693_FLA,27/12/2025,Atacado,4,819.6,245.88,143.43,Venda
SKU_2081_HUN,27/12/2025,E-commerce,1,389.9,0.0,389.9,Venda
SKU_1801_MOS,27/12/2025,Atacado,6,2249.4,787.26,243.69,Venda
SKU_1799_POW,27/12/2025,Atacado,4,1079.6,323.88,188.93,Venda
SKU_2048_MAR,27/12/2025,Varejo,1,384.9,0.0,384.9,Venda
SKU_1889_BIR,27/12/2025,Varejo,1,269.9,0.0,269.9,Venda
SKU_1890_ROY,27/12/2025,Varejo,3,764.7,0.0,254.9,Venda
SKU_1682_OLI,27/12/2025,Atacado,5,1174.5,352.35,164.43,Venda
SKU_1694_PIS,27/12/2025,E-commerce,1,279.9,80.36,199.54,Venda
SKU_2081_HUN,27/12/2025,Atacado,6,2339.4,701.82,272.93,Venda
SKU_1746_NAV,27/12/2025,Atacado,5,899.5,269.85,125.93,Venda
SKU_1799_POW,27/12/2025,Varejo,1,269.9,51.27,218.63,Venda
SKU_1852_FOR,27/12/2025,Varejo,2,999.8,0.0,499.9,Venda
SKU_1852_BLA,27/12/2025,Atacado,3,1499.7,449.91,349.93,Venda
SKU_1807_IVO,27/12/2025,E-commerce,1,454.9,0.0,454.9,Venda
SKU_2040_MIN,27/12/2025,E-commerce,1,294.9,0.0,294.9,Venda
SKU_2099_LIG,27/12/2025,Varejo,1,269.9,0.0,269.9,Venda
SKU_2096_SNO,27/12/2025,Varejo,1,259.9,0.0,259.9,Venda
SKU_2069_TEA,27/12/2025,Atacado,4,879.6,307.84,142.94,Venda
SKU_1966_FOR,27/12/2025,Atacado,8,5399.2,2159.68,404.94,Venda
SKU_2012_SKY,27/12/2025,E-commerce,1,819.9,0.0,819.9,Venda
SKU_1965_GAR,27/12/2025,Atacado,6,1409.4,563.76,140.94,Venda
SKU_1985_PAS,27/12/2025,Varejo,1,409.9,0.0,409.9,Venda
SKU_2062_DUS,27/12/2025,E-commerce,1,139.9,0.0,139.9,Venda
SKU_1944_PIS,27/12/2025,Varejo,2,799.8,0.0,399.9,Venda
SKU_1779_LIG,27/12/2025,Atacado,6,1289.4,451.32,139.68,Venda
SKU_1867_LIG,27/12/2025,Atacado,6,1199.4,419.76,129.94,Venda
SKU_2094_MYS,27/12/2025,Atacado,6,1109.4,499.2,101.7,Venda
SKU_2054_ROY,27/12/2025,Atacado,5,2049.5,717.3,266.44,Venda
SKU_2070_COR,27/12/2025,Varejo,1,214.9,0.0,214.9,Venda
SKU_1944_FUC,27/12/2025,Atacado,4,1599.6,479.88,279.93,Venda
SKU_1821_NAV,27/12/2025,E-commerce,2,529.8,0.0,264.9,Venda
SKU_1844_BAL,27/12/2025,Varejo,1,249.9,0.0,249.9,Venda
SKU_1993_MEX,27/12/2025,Atacado,3,614.7,276.6,112.7,Venda
SKU_1702_COR,27/12/2025,Atacado,4,2479.6,743.88,433.93,Venda
SKU_1879_COR,27/12/2025,Atacado,8,2439.2,853.68,198.19,Venda
SKU_1768_PEA,27/12/2025,E-commerce,1,624.9,174.5,450.4,Venda
SKU_1849_BAB,27/12/2025,Varejo,1,329.9,0.0,329.9,Venda
SKU_1738_ROY,27/12/2025,Varejo,2,389.8,90.68,149.56,Venda
SKU_1694_PIS,27/12/2025,E-commerce,1,279.9,65.1,214.8,Venda
SKU_1805_BLU,27/12/2025,Atacado,2,1159.8,347.94,405.93,Venda
SKU_2078_ARM,27/12/2025,Atacado,12,2878.8,1007.52,155.94,Venda
SKU_2086_MAG,27/12/2025,Varejo,1,324.9,0.0,324.9,Venda
SKU_1819_AQU,27/12/2025,E-commerce,1,344.9,0.0,344.9,Venda
SKU_1757_TUR,27/12/2025,Varejo,4,1059.6,276.08,195.88,Venda
SKU_1763_MAR,27/12/2025,Atacado,4,1199.6,479.84,179.94,Venda
SKU_1713_SNO,27/12/2025,E-commerce,1,504.9,110.19,394.71,Venda
SKU_1991_PIN,27/12/2025,Atacado,8,2399.2,719.76,209.93,Venda
SKU_1952_PIS,27/12/2025,Atacado,6,1229.4,491.76,122.94,Venda
SKU_1875_BAB,27/12/2025,Atacado,2,349.8,104.94,122.43,Venda
SKU_1951_COR,27/12/2025,Varejo,1,254.9,0.0,254.9,Venda
SKU_1955_SAL,27/12/2025,Varejo,3,2999.7,0.0,999.9,Venda
SKU_1998_SAL,27/12/2025,Atacado,8,2839.2,1135.68,212.94,Venda
SKU_1863_POW,27/12/2025,Atacado,10,2549.0,764.7,178.43,Venda
SKU_1729_CLE,27/12/2025,Atacado,2,349.8,122.44,113.68,Venda
SKU_1766_CLE,27/12/2025,Varejo,1,394.9,66.85,328.05,Venda
SKU_1954_WHI,27/12/2025,Varejo,1,209.9,14.69,195.21,Venda
SKU_2048_MAR,27/12/2025,Atacado,6,2309.4,923.76,230.94,Venda
SKU_2011_TUR,27/12/2025,E-commerce,1,254.9,0.0,254.9,Venda
SKU_1872_SAP,27/12/2025,E-commerce,1,854.9,0.0,854.9,Venda
SKU_1839_DUS,27/12/2025,Atacado,5,1474.5,442.35,206.43,Venda
SKU_2116_BLA,27/12/2025,Varejo,3,1139.7,0.0,379.9,Venda
SKU_2095_SEA,27/12/2025,Atacado,2,479.8,167.92,155.94,Venda
SKU_1767_FUC,27/12/2025,Atacado,5,1024.5,307.35,143.43,Venda
SKU_2013_MYS,27/12/2025,Varejo,1,184.9,0.0,184.9,Venda
SKU_1841_LIM,27/12/2025,Atacado,4,579.6,173.88,101.43,Venda
SKU_2024_MIN,27/12/2025,Varejo,1,384.9,0.0,384.9,Venda
SKU_1730_OFF,27/12/2025,Atacado,3,959.7,335.88,207.94,Venda
SKU_1810_COB,27/12/2025,E-commerce,2,319.8,0.0,159.9,Venda
SKU_1881_SNO,27/12/2025,Atacado,6,1469.4,587.76,146.94,Venda
SKU_1868_ARM,27/12/2025,Atacado,2,1579.8,473.94,552.93,Venda
SKU_1851_DEE,27/12/2025,Atacado,5,1074.5,322.35,150.43,Venda
SKU_1788_MYS,27/12/2025,Varejo,1,249.9,59.21,190.69,Venda
SKU_1801_MOS,27/12/2025,Atacado,5,1874.5,749.8,224.94,Venda
SKU_1901_MIN,27/12/2025,E-commerce,1,234.9,16.44,218.46,Venda
SKU_1983_SAP,27/12/2025,Atacado,12,2698.8,944.64,146.18,Venda
SKU_1926_SHO,27/12/2025,Varejo,1,269.9,0.0,269.9,Venda
SKU_1806_EME,27/12/2025,Atacado,6,1169.4,409.32,126.68,Venda
SKU_2009_WHI,27/12/2025,E-commerce,1,249.9,0.0,249.9,Venda
SKU_1784_BLA,27/12/2025,Atacado,5,1549.5,542.3,201.44,Venda
SKU_1981_SEA,27/12/2025,Atacado,5,2574.5,901.05,334.69,Venda
SKU_2034_DUS,27/12/2025,Atacado,3,509.7,178.38,110.44,Venda
SKU_1822_SEA,27/12/2025,Atacado,3,929.7,325.38,201.44,Venda
SKU_2028_PAL,27/12/2025,Atacado,6,1469.4,440.82,171.43,Venda
SKU_1948_PAL,27/12/2025,E-commerce,1,199.9,0.0,199.9,Venda
SKU_1768_MIN,27/12/2025,Varejo,2,1249.8,197.58,526.11,Venda
SKU_2112_TEA,27/12/2025,Atacado,5,1674.5,586.05,217.69,Venda
SKU_2045_MID,27/12/2025,E-commerce,2,389.8,0.0,194.9,Venda
SKU_2078_CLE,27/12/2025,Varejo,1,239.9,0.0,239.9,Venda
SKU_2049_PAS,27/12/2025,Varejo,2,429.8,0.0,214.9,Venda
SKU_2099_DEE,27/12/2025,Varejo,2,539.8,0.0,269.9,Venda
SKU_1716_AQU,27/12/2025,Atacado,8,1319.2,395.76,115.43,Venda
SKU_1730_OFF,27/12/2025,Varejo,1,319.9,91.46,228.44,Venda
SKU_1771_PIN,27/12/2025,Varejo,3,794.7,211.32,194.46,Venda
SKU_1985_PAS,27/12/2025,Atacado,4,1639.6,573.84,266.44,Venda
SKU_1822_SEA,27/12/2025,Atacado,6,1859.4,557.82,216.93,Venda
SKU_1851_DEE,27/12/2025,Varejo,1,214.9,0.0,214.9,Venda
SKU_2027_MAR,27/12/2025,Varejo,1,349.9,0.0,349.9,Venda
SKU_2092_EGR,27/12/2025,Varejo,1,274.9,0.0,274.9,Venda
SKU_2016_SAP,27/12/2025,Varejo,2,449.8,31.48,209.16,Venda
SKU_2076_MIN,27/12/2025,Atacado,3,1424.7,427.41,332.43,Venda
SKU_1724_PEA,27/12/2025,Atacado,4,4459.6,1560.88,724.68,Venda
SKU_1725_BAB,27/12/2025,Atacado,8,1959.2,685.76,159.18,Venda
SKU_2025_BAB,27/12/2025,Atacado,5,1149.5,402.3,149.44,Venda
SKU_1841_LIM,27/12/2025,Atacado,2,289.8,86.94,101.43,Venda
SKU_2101_PAS,27/12/2025,Atacado,12,2938.8,1028.64,159.18,Venda
SKU_1853_ROS,27/12/2025,Varejo,1,899.9,0.0,899.9,Venda
SKU_1909_PEA,27/12/2025,E-commerce,1,449.9,0.0,449.9,Venda
SKU_1842_SAG,27/12/2025,Varejo,1,534.9,37.44,497.46,Venda
SKU_1955_SAL,27/12/2025,Varejo,1,999.9,0.0,999.9,Venda
SKU_1989_MAG,27/12/2025,Atacado,12,4198.8,1469.52,227.44,Venda
SKU_2053_EGR,27/12/2025,Varejo,1,349.9,0.0,349.9,Venda
SKU_2052_FLA,27/12/2025,Varejo,2,599.8,0.0,299.9,Venda
SKU_1699_CLO,27/12/2025,Atacado,3,989.7,395.88,197.94,Venda
SKU_1860_SPA,27/12/2025,E-commerce,1,319.9,0.0,319.9,Venda
SKU_1812_HOT,27/12/2025,E-commerce,1,659.9,0.0,659.9,Venda
SKU_1721_FRE,27/12/2025,Atacado,4,1679.6,587.84,272.94,Venda
SKU_1854_MID,27/12/2025,Atacado,4,739.6,221.88,129.43,Venda
SKU_1869_CRE,27/12/2025,Atacado,5,2449.5,979.8,293.94,Venda
SKU_1904_CLE,27/12/2025,Atacado,2,1489.8,595.92,446.94,Venda
SKU_1855_AQU,27/12/2025,Atacado,8,2199.2,659.76,192.43,Venda
SKU_2019_TUR,27/12/2025,Atacado,6,3299.4,1154.76,357.44,Venda
SKU_2043_ROS,27/12/2025,Varejo,1,349.9,0.0,349.9,Venda
SKU_1762_DEN,27/12/2025,Atacado,3,764.7,305.88,152.94,Venda
SKU_1774_COB,27/12/2025,Varejo,3,614.7,181.98,144.24,Venda
SKU_1701_BLU,27/12/2025,Atacado,4,1359.6,475.84,220.94,Venda
SKU_1895_BRI,27/12/2025,E-commerce,1,194.9,0.0,194.9,Venda
SKU_2117_SAL,27/12/2025,Varejo,1,769.9,0.0,769.9,Venda
SKU_1972_PAS,27/12/2025,Atacado,12,4138.8,1448.52,224.19,Venda
SKU_1966_CER,27/12/2025,Atacado,5,3374.5,1012.35,472.43,Venda
SKU_1734_FRE,27/12/2025,Varejo,1,349.9,100.91,248.99,Venda
SKU_2094_MYS,27/12/2025,Atacado,12,2218.8,665.64,129.43,Venda
SKU_1809_SHO,27/12/2025,Atacado,2,479.8,167.92,155.94,Venda
SKU_1940_HUN,27/12/2025,E-commerce,1,1084.9,0.0,1084.9,Venda
SKU_1991_PIN,27/12/2025,Varejo,1,299.9,0.0,299.9,Venda
SKU_1789_EME,27/12/2025,Atacado,5,1349.5,539.8,161.94,Venda
SKU_1770_JAD,27/12/2025,Atacado,3,659.7,263.88,131.94,Venda
SKU_2009_DUS,27/12/2025,Varejo,1,249.9,0.0,249.9,Venda
SKU_2076_SAG,27/12/2025,E-commerce,1,474.9,0.0,474.9,Venda
SKU_1985_WHI,27/12/2025,Atacado,10,4099.0,1434.6,266.44,Venda
SKU_1767_PRI,27/12/2025,Varejo,1,204.9,61.02,143.88,Venda
SKU_1683_PAL,27/12/2025,Varejo,1,314.9,93.32,221.58,Venda
SKU_1904_CLE,27/12/2025,Atacado,5,3724.5,1303.55,484.19,Venda
SKU_1844_BAL,27/12/2025,E-commerce,1,249.9,0.0,249.9,Venda
SKU_1813_RAS,27/12/2025,E-commerce,2,509.8,0.0,254.9,Venda
SKU_1682_BIR,27/12/2025,Atacado,4,939.6,281.88,164.43,Venda
SKU_1681_PIS,27/12/2025,Varejo,1,234.9,66.39,168.51,Venda
SKU_1946_PEA,27/12/2025,Varejo,1,404.9,0.0,404.9,Venda
SKU_1749_BIR,27/12/2025,Varejo,2,699.8,137.88,280.96,Venda
SKU_1927_CER,27/12/2025,Atacado,8,2399.2,839.68,194.94,Venda
SKU_1817_PRI,27/12/2025,E-commerce,1,219.9,0.0,219.9,Venda
SKU_1905_PRI,27/12/2025,Atacado,5,1799.5,809.75,197.95,Venda
SKU_1999_COB,27/12/2025,E-commerce,1,234.9,16.44,218.46,Venda
SKU_2014_BRI,27/12/2025,Varejo,1,319.9,0.0,319.9,Venda
SKU_1962_LIG,27/12/2025,Varejo,1,214.9,0.0,214.9,Venda
SKU_2032_LIM,27/12/2025,Atacado,12,3058.8,917.64,178.43,Venda
SKU_2025_BAB,27/12/2025,Varejo,2,459.8,0.0,229.9,Venda
SKU_2049_TEA,27/12/2025,Atacado,10,2149.0,752.2,139.68,Venda
SKU_2091_BIR,27/12/2025,Atacado,5,1199.5,359.85,167.93,Venda
SKU_1761_MOS,27/12/2025,Varejo,2,2209.8,445.82,881.99,Venda
SKU_2011_TUR,27/12/2025,Atacado,5,1274.5,446.1,165.68,Venda
SKU_1996_SHO,27/12/2025,E-commerce,2,489.8,0.0,244.9,Venda
SKU_1951_GAR,27/12/2025,Varejo,4,1019.6,0.0,254.9,Venda
SKU_1952_PIS,27/12/2025,Atacado,8,1639.2,655.68,122.94,Venda
